#{"t_start": 1745585070.5365307, "env_id": "intersection-v0"}
r,l,t
5.0,5,5312.327322
-2.742999,3,5312.560457
-2.175214,3,5312.849402
5.0,5,5313.045203
5.0,5,5313.357961
5.0,5,5313.624726
-2.0,3,5313.826546
2.0,3,5314.059157
-2.468761,3,5314.256709
5.0,5,5316.63597
2.0,3,5316.772912
-3.0,2,5316.951632
-2.0,3,5317.057575
5.0,5,5317.317408
-2.0,3,5317.454095
-2.175214,3,5317.695046
5.0,5,5318.009701
-1.0,4,5318.316795
5.0,5,5318.639864
-2.468761,3,5318.920389
-1.0,4,5319.140491
5.0,5,5319.465239
-3.0,2,5319.639054
4.0,4,5319.872571
4.0,4,5320.203304
5.0,5,5320.553826
2.0,3,5320.779915
-0.695039,5,5321.074526
3.0,4,5321.314392
5.0,5,5321.665493
-2.175214,3,5321.791026
5.0,5,5322.12323
5.0,5,5322.35619
5.0,5,5322.756142
-2.0,3,5322.893968
5.0,5,5323.206662
4.0,4,5323.456197
5.0,5,5323.760839
-2.0,3,5324.037398
-2.0,3,5324.306297
-3.0,2,5324.476419
2.0,3,5324.684474
5.0,5,5324.998137
5.0,5,5325.286725
-3.0,2,5325.450755
5.0,5,5325.928911
-2.0,3,5326.129264
5.0,5,5326.480336
5.0,5,5326.773021
5.0,5,5327.145027
-2.0,3,5327.327365
5.0,5,5327.659195
5.0,5,5327.977368
5.0,5,5329.879314
-2.0,3,5330.114241
2.0,3,5330.352292
5.0,5,5330.609037
5.0,5,5330.946607
-2.0,3,5331.055998
5.0,5,5331.496749
-2.0,3,5331.699207
-2.175214,3,5331.935637
-2.0,3,5332.186141
3.0,4,5332.473426
-4.0,1,5332.598851
5.0,5,5332.944934
2.0,3,5333.163556
3.0,4,5333.417581
5.0,5,5333.699745
4.0,4,5333.902491
2.0,3,5334.079422
-2.0,3,5334.264512
-3.0,2,5334.562663
-3.0,2,5334.76299
-2.742999,3,5335.029955
-2.0,3,5335.287844
5.0,5,5335.566849
-3.0,2,5335.819561
-3.0,2,5336.019137
-2.0,3,5336.226376
-3.0,2,5336.35109
-2.468761,3,5336.552596
5.0,5,5336.785266
5.0,5,5337.044554
-2.0,3,5337.225537
5.0,5,5337.566443
5.0,5,5337.947371
4.0,4,5338.318905
5.0,5,5338.579519
2.0,3,5338.814716
-2.0,3,5339.039289
2.0,3,5339.210991
5.0,5,5339.557226
2.0,3,5339.834368
-2.0,3,5340.081925
-1.0,4,5340.477126
5.0,5,5340.700849
5.0,5,5340.84402
5.0,5,5341.125599
4.0,4,5341.316605
5.0,5,5341.702021
-3.0,2,5341.826785
-2.0,3,5342.117563
-2.175214,3,5342.346424
-5.0,1,5342.519453
-3.0,2,5342.705021
-3.0,2,5342.889268
-2.0,3,5343.115004
-2.0,3,5343.373117
4.0,4,5343.788776
5.0,5,5344.153923
-3.0,2,5344.347219
5.0,5,5344.584347
5.0,5,5344.85913
5.0,5,5345.09506
-2.0,3,5345.287095
2.0,3,5345.516503
5.0,5,5345.78348
-2.0,3,5345.987712
5.0,5,5346.341831
5.0,5,5346.586376
5.0,5,5346.987525
5.0,5,5347.274119
-3.0,2,5347.449781
5.0,5,5347.699516
-2.0,3,5347.936484
5.0,5,5348.458838
-2.0,3,5348.757162
-2.0,3,5349.012722
5.0,5,5349.309265
-3.0,2,5349.527215
5.0,5,5349.917866
-2.0,3,5350.268878
-2.0,3,5350.442705
-1.0,4,5350.614123
5.0,5,5350.873924
5.0,5,5351.152988
5.0,5,5351.305231
-3.0,2,5351.451289
5.0,5,5351.791032
5.0,5,5352.143616
-2.0,3,5352.406654
-2.175214,3,5352.596471
4.0,4,5352.750603
-2.175214,3,5353.005759
-2.0,3,5353.217875
5.0,5,5353.548008
5.0,5,5353.718905
5.0,5,5354.009158
4.0,4,5354.277659
-2.0,3,5354.459943
-2.742999,3,5354.600931
5.0,5,5354.947378
-2.0,3,5355.212294
5.0,5,5355.429266
-2.742999,3,5355.595366
5.0,5,5355.877641
3.0,4,5356.09868
-2.0,3,5356.318853
5.0,5,5356.692009
-3.0,2,5356.845773
5.0,5,5357.111006
-3.0,2,5357.224653
-2.0,3,5357.480179
5.0,5,5357.663543
5.0,5,5357.966745
-2.0,3,5358.171469
-2.175214,3,5358.347099
-2.0,3,5358.538712
-2.0,3,5358.744605
-2.0,3,5358.936707
-2.0,3,5359.075633
5.0,5,5359.409595
5.0,5,5359.764077
5.0,5,5360.007854
-2.0,3,5360.220816
-1.0,4,5360.477636
-3.0,2,5360.633706
-2.0,3,5360.843782
2.0,3,5361.069047
5.0,5,5361.479974
5.0,5,5361.70686
4.0,4,5361.958643
5.0,5,5362.246734
5.0,5,5362.484387
-2.0,3,5362.700806
5.0,5,5362.969077
4.0,4,5363.275635
5.0,5,5363.633459
1.0,2,5363.797976
5.0,5,5364.107265
-2.0,3,5364.327176
5.0,5,5364.538775
5.0,5,5364.865122
5.0,5,5365.250987
-1.0,4,5365.414801
5.0,5,5365.792622
4.0,4,5366.024744
4.0,4,5366.366999
-3.0,2,5366.532326
5.0,5,5366.908843
-2.0,3,5367.17583
5.0,5,5367.546478
5.0,5,5367.845975
5.0,5,5368.074389
5.0,5,5368.363392
2.0,3,5368.581502
5.0,5,5368.763515
5.0,5,5369.074382
5.0,5,5369.511467
-3.0,2,5369.78538
5.0,5,5370.054493
-2.0,3,5370.31478
-5.0,1,5370.400544
5.0,5,5370.74971
-1.0,4,5371.013696
5.0,5,5371.322964
-3.0,2,5371.454431
-3.0,2,5371.583145
5.0,5,5371.860501
5.0,5,5372.20764
-2.468761,3,5372.419042
5.0,5,5372.750189
5.0,5,5372.957363
5.0,5,5373.284431
5.0,5,5373.668662
4.0,4,5373.916728
-2.0,3,5374.170513
-2.0,3,5374.286624
-1.0,4,5374.475435
5.0,5,5374.638738
-3.0,2,5374.767502
-2.0,3,5375.000981
4.0,4,5375.199747
4.0,4,5375.451905
4.0,4,5375.604987
4.0,4,5375.672443
5.0,5,5376.063423
-3.0,2,5376.203815
4.0,4,5376.411478
-2.742999,3,5376.657566
5.0,5,5376.99749
-3.0,2,5377.21098
5.0,5,5377.447887
5.0,5,5377.739035
-2.0,3,5377.983629
5.0,5,5378.240103
2.0,3,5378.393348
-2.175214,3,5378.584856
3.0,4,5378.829474
-2.0,3,5379.090901
5.0,5,5379.41522
5.0,5,5379.664289
5.0,5,5380.082606
5.0,5,5380.440877
2.0,3,5380.623381
-2.0,3,5380.838983
5.0,5,5381.19069
5.0,5,5381.479132
5.0,5,5381.76021
5.0,5,5382.010984
5.0,5,5382.173663
-2.0,3,5382.47653
-2.0,3,5382.805189
-2.742999,3,5383.126049
-2.0,3,5383.334671
5.0,5,5383.66232
-3.0,2,5383.857117
-2.0,3,5384.075366
-2.0,3,5384.254816
-2.0,3,5384.552043
-2.742999,3,5384.726696
-2.0,3,5384.912174
-3.0,2,5385.074478
5.0,5,5385.487101
5.0,5,5385.729922
-3.0,2,5385.880565
-1.429751,4,5386.161209
2.0,3,5386.432692
5.0,5,5386.737589
5.0,5,5387.056228
5.0,5,5387.264412
-2.0,3,5387.557175
5.0,5,5387.750656
5.0,5,5388.023474
-2.468761,3,5388.274859
-2.0,3,5388.459945
5.0,5,5388.812118
2.0,3,5389.093994
5.0,5,5389.424832
5.0,5,5389.74736
5.0,5,5390.136534
4.0,4,5390.363616
5.0,5,5390.596045
-2.468761,3,5390.777001
5.0,5,5391.016742
2.0,3,5391.187279
2.0,3,5391.429414
-3.0,2,5391.571468
-2.0,3,5391.782926
-3.0,2,5391.974224
5.0,5,5392.31443
5.0,5,5392.735747
-2.175214,3,5393.013577
5.0,5,5393.216595
-1.0,4,5393.446468
-2.0,3,5393.619913
-2.468761,3,5393.743745
-2.742999,3,5393.969085
-2.0,3,5394.144816
4.0,4,5394.364487
4.0,4,5394.68368
-2.0,3,5394.912897
4.0,4,5395.101218
-3.0,2,5395.287718
-2.0,3,5397.126839
-2.0,3,5397.384097
5.0,5,5397.690384
5.0,5,5397.977477
2.0,3,5398.354536
5.0,5,5398.751219
5.0,5,5398.97101
5.0,5,5399.250521
-2.0,3,5399.509459
-2.0,3,5399.741493
5.0,5,5400.09651
-2.0,3,5400.267457
-4.0,1,5400.346852
-2.0,3,5400.607783
5.0,5,5400.80004
5.0,5,5401.209544
-1.0,4,5401.554252
4.0,4,5401.742396
-2.175214,3,5401.911287
-2.0,3,5402.18238
5.0,5,5402.524209
4.0,4,5402.80647
5.0,5,5403.114395
-2.0,3,5403.258837
-2.0,3,5403.453245
-2.0,3,5403.587666
5.0,5,5403.894751
5.0,5,5404.28915
5.0,5,5404.549848
4.0,4,5404.939634
-2.0,3,5405.191612
4.0,4,5405.408641
-2.0,3,5405.596646
-2.0,3,5405.872961
-2.0,3,5406.084588
-2.468761,3,5406.412258
5.0,5,5406.753221
-2.742999,3,5407.027327
5.0,5,5407.313067
2.0,3,5407.512819
5.0,5,5407.837063
-2.0,3,5408.164739
-2.175214,3,5408.36781
5.0,5,5408.612867
5.0,5,5408.908835
-5.0,1,5409.087672
-2.0,3,5409.346274
5.0,5,5409.764944
-2.0,3,5410.010291
-3.0,2,5410.17304
-2.175214,3,5410.469622
5.0,5,5410.85124
5.0,5,5411.170237
4.0,4,5411.434696
4.0,4,5411.712902
5.0,5,5412.146971
5.0,5,5412.334546
4.0,4,5412.548499
-2.0,3,5412.802142
4.0,4,5413.035888
5.0,5,5413.296658
-3.0,2,5413.565037
5.0,5,5413.780081
5.0,5,5414.095679
5.0,5,5414.309756
-2.0,3,5414.526035
5.0,5,5414.879109
-5.0,1,5414.978773
-3.0,2,5415.096983
4.0,4,5415.392037
5.0,5,5415.692682
4.0,4,5415.873967
-3.0,2,5416.051542
4.0,4,5416.328528
5.0,5,5416.657152
4.0,4,5417.151931
5.0,5,5417.503313
5.0,5,5417.888616
5.0,5,5418.164729
-2.0,3,5418.40472
5.0,5,5418.634421
5.0,5,5418.966011
-2.0,3,5419.164044
5.0,5,5419.325441
5.0,5,5419.642503
-2.0,3,5419.914254
5.0,5,5420.030949
-3.0,2,5420.221663
2.0,3,5420.439432
5.0,5,5420.713548
-3.0,2,5420.874688
5.0,5,5421.247664
5.0,5,5421.507252
-2.0,3,5421.686354
-1.0,4,5421.996855
5.0,5,5422.242559
5.0,5,5422.515989
5.0,5,5422.842947
5.0,5,5423.187576
-2.742999,3,5423.459073
3.0,4,5423.632902
-2.0,3,5423.919352
5.0,5,5424.364628
-3.0,2,5424.6089
-1.0,4,5424.921057
-1.0,4,5425.072653
4.0,4,5425.311993
-2.742999,3,5425.574378
5.0,5,5425.994147
-2.0,3,5426.334927
5.0,5,5426.581186
-3.0,2,5426.728584
-3.0,2,5426.866229
4.0,4,5427.147118
-2.175214,3,5427.358756
-3.0,2,5427.558661
-2.0,3,5427.876256
-3.0,2,5428.024992
5.0,5,5428.276767
5.0,5,5428.536011
5.0,5,5428.971727
5.0,5,5429.272367
5.0,5,5429.608652
-2.0,3,5429.904492
-1.0,4,5430.189805
5.0,5,5430.510224
-2.0,3,5430.767219
-3.982694,2,5430.977518
-2.0,3,5431.229751
-2.0,3,5431.427498
5.0,5,5431.748613
-2.0,3,5431.914212
5.0,5,5432.184149
-2.0,3,5432.35718
-2.0,3,5432.638829
2.0,3,5432.844493
5.0,5,5433.073251
5.0,5,5433.380049
4.0,4,5433.553161
5.0,5,5433.905791
5.0,5,5434.24182
-2.0,3,5434.409535
-3.0,2,5434.535137
-3.0,2,5434.732005
5.0,5,5435.05261
5.0,5,5435.193452
5.0,5,5435.691628
5.0,5,5436.031011
-2.742999,3,5436.361156
-3.0,2,5436.556926
2.0,3,5436.725734
5.0,5,5436.997082
-5.0,1,5437.147033
5.0,5,5437.522917
5.0,5,5437.758589
5.0,5,5437.916025
2.0,3,5438.153327
-5.0,1,5438.29711
-2.0,3,5438.479912
-2.0,3,5438.626821
-2.0,3,5438.820335
-2.175214,3,5439.051376
5.0,5,5439.356015
5.0,5,5439.6711
-2.742999,3,5439.845247
5.0,5,5440.00527
-2.468761,3,5440.285106
5.0,5,5440.697098
5.0,5,5441.0278
-2.0,3,5441.232855
5.0,5,5441.58347
-2.175214,3,5441.84466
-2.0,3,5442.032057
-2.0,3,5442.224725
-1.0,4,5442.421882
5.0,5,5442.626214
-3.0,2,5442.777203
-2.0,3,5442.952435
-2.175214,3,5443.254003
-2.742999,3,5443.398575
5.0,5,5443.644142
5.0,5,5444.083309
-2.0,3,5444.222892
-2.0,3,5444.511974
-3.0,2,5444.749772
-2.0,3,5444.918581
-3.0,2,5445.030448
5.0,5,5445.243626
-3.0,2,5445.462064
5.0,5,5445.854373
-2.0,3,5446.032688
-1.0,4,5446.379026
-1.138061,4,5446.602764
5.0,5,5446.876356
-2.0,3,5447.132404
4.0,4,5447.380896
5.0,5,5447.649341
5.0,5,5448.006052
5.0,5,5448.275245
-2.0,3,5448.49149
5.0,5,5448.868831
-1.0,4,5449.120963
5.0,5,5449.458974
5.0,5,5449.764643
-3.0,2,5449.932419
-3.0,2,5450.086628
5.0,5,5450.458821
-2.742999,3,5450.818568
5.0,5,5451.275597
5.0,5,5451.622418
5.0,5,5451.900673
-2.0,3,5452.124858
-2.175214,3,5452.421894
-1.0,4,5452.638978
5.0,5,5453.043935
5.0,5,5453.460719
5.0,5,5453.78688
5.0,5,5454.055762
4.0,4,5454.244989
5.0,5,5454.567817
-2.468761,3,5454.802665
5.0,5,5455.05172
5.0,5,5455.340155
-1.0,4,5455.628783
2.0,3,5455.820371
5.0,5,5456.10473
-1.0,4,5458.895581
5.0,5,5459.340471
-2.0,3,5459.570928
-2.0,3,5459.742432
-2.175214,3,5460.04697
-3.0,2,5460.29617
-3.0,2,5460.49853
4.0,4,5460.703555
-3.0,2,5460.899426
-2.0,3,5461.262695
-2.742999,3,5461.522478
4.0,4,5461.79875
-3.0,2,5461.953555
5.0,5,5462.293632
-2.0,3,5462.526401
-2.0,3,5462.727615
-2.0,3,5462.912042
5.0,5,5463.32998
-3.0,2,5463.527539
-2.742999,3,5463.793106
5.0,5,5464.249228
-2.0,3,5464.539817
-2.0,3,5464.813762
-2.0,3,5465.162352
4.0,4,5465.550048
-2.0,3,5465.724897
-2.0,3,5466.01671
5.0,5,5466.398858
4.0,4,5466.666974
-2.0,3,5466.974215
5.0,5,5467.257498
-5.0,1,5467.342426
5.0,5,5467.511655
-1.0,4,5467.716406
5.0,5,5467.981316
5.0,5,5468.337297
5.0,5,5468.598693
3.0,4,5470.330179
4.0,4,5470.632376
-1.0,4,5470.882749
5.0,5,5471.170928
5.0,5,5471.476296
-2.0,3,5471.683637
-2.0,3,5471.895322
5.0,5,5472.182916
-2.0,3,5472.314151
-2.0,3,5472.591578
-2.0,3,5472.885611
5.0,5,5473.181608
-2.0,3,5473.378775
2.0,3,5473.629625
5.0,5,5473.978993
-2.0,3,5474.203065
5.0,5,5474.462757
5.0,5,5474.75319
5.0,5,5475.030384
5.0,5,5475.197642
4.0,4,5475.433027
5.0,5,5475.677242
5.0,5,5475.938367
3.0,4,5476.178375
-2.0,3,5476.363702
-3.0,2,5476.616235
5.0,5,5477.080229
5.0,5,5477.307616
-2.0,3,5477.552609
2.0,3,5477.755689
5.0,5,5478.106737
-2.0,3,5478.322951
5.0,5,5478.512691
5.0,5,5478.792635
-2.0,3,5479.07852
2.0,3,5479.312193
-2.0,3,5479.48345
5.0,5,5479.760297
5.0,5,5479.98251
5.0,5,5480.196167
4.0,4,5480.402971
5.0,5,5480.69999
-1.0,4,5481.029799
5.0,5,5481.343494
-3.697041,2,5481.472076
-2.0,3,5481.673042
-2.0,3,5481.835246
-2.742999,3,5482.090108
5.0,5,5482.465152
5.0,5,5482.717601
5.0,5,5483.067223
-2.0,3,5483.249827
5.0,5,5483.58969
-2.0,3,5483.775548
-3.0,2,5483.939551
5.0,5,5484.293935
-1.702039,4,5484.691652
5.0,5,5484.938775
-2.0,3,5485.21864
5.0,5,5485.590862
5.0,5,5485.96054
-4.0,1,5486.069434
-2.0,3,5486.286377
5.0,5,5486.605698
2.0,3,5486.866923
5.0,5,5487.160065
5.0,5,5487.444995
-2.0,3,5487.744185
5.0,5,5488.077278
5.0,5,5488.487654
5.0,5,5488.678607
5.0,5,5488.90088
5.0,5,5489.21672
5.0,5,5489.485921
-1.429751,4,5489.694313
5.0,5,5490.097307
5.0,5,5490.346277
5.0,5,5490.673296
5.0,5,5491.07376
-1.138061,4,5491.426686
-3.0,2,5491.561512
2.0,3,5491.783658
5.0,5,5492.095495
5.0,5,5492.312357
2.0,3,5492.534263
-2.0,3,5492.742057
5.0,5,5493.096761
5.0,5,5493.393276
5.0,5,5493.663647
-2.0,3,5493.841342
5.0,5,5494.142431
-4.0,1,5494.386925
5.0,5,5494.752506
5.0,5,5494.972345
-1.0,4,5495.189456
5.0,5,5495.510662
5.0,5,5495.856852
5.0,5,5496.151027
5.0,5,5496.512091
-2.468761,3,5496.729398
5.0,5,5496.957182
5.0,5,5497.202577
-2.0,3,5497.364668
5.0,5,5497.604907
-5.0,1,5497.727389
-5.0,1,5497.804318
5.0,5,5498.073815
-3.0,2,5498.186481
5.0,5,5498.565405
5.0,5,5498.783312
5.0,5,5499.213293
5.0,5,5499.556879
-1.0,4,5499.934123
-2.742999,3,5500.144513
-2.0,3,5500.408919
5.0,5,5500.799335
-4.875676,1,5500.898614
-3.0,2,5501.059237
5.0,5,5501.382336
5.0,5,5501.669381
5.0,5,5501.932313
2.0,3,5502.10395
2.0,3,5502.294547
5.0,5,5502.531073
2.0,3,5502.741815
2.0,3,5503.021883
5.0,5,5503.249508
5.0,5,5503.515226
-2.0,3,5503.747123
-3.0,2,5503.825378
-2.175214,3,5504.075871
-3.0,2,5504.15892
5.0,5,5504.584285
5.0,5,5504.86637
5.0,5,5505.073942
-2.0,3,5505.277435
5.0,5,5505.670381
5.0,5,5505.991055
-2.0,3,5506.139896
5.0,5,5506.406892
-2.0,3,5506.623335
5.0,5,5506.83194
-3.0,2,5507.057366
5.0,5,5507.334323
-3.0,2,5507.537115
-2.0,3,5507.832139
-2.0,3,5508.044398
5.0,5,5508.44674
5.0,5,5508.709341
5.0,5,5508.950238
5.0,5,5509.376124
5.0,5,5509.715459
-2.0,3,5509.977662
5.0,5,5510.162484
2.0,3,5510.351347
5.0,5,5510.662034
5.0,5,5510.956712
-2.0,3,5511.133476
5.0,5,5511.55321
-1.0,4,5511.901777
5.0,5,5512.099077
5.0,5,5512.414091
5.0,5,5512.807512
5.0,5,5513.171677
5.0,5,5513.460387
5.0,5,5513.896729
-3.0,2,5514.041979
-2.742999,3,5514.232677
5.0,5,5514.4257
5.0,5,5514.815387
5.0,5,5515.092258
-2.0,3,5515.263287
-2.0,3,5515.525533
-2.0,3,5515.729019
-1.0,4,5516.106586
5.0,5,5516.461697
-2.0,3,5516.691787
4.0,4,5516.974802
-2.0,3,5517.126938
5.0,5,5517.510727
4.0,4,5517.712319
-2.0,3,5517.900559
5.0,5,5518.122786
-2.0,3,5518.3743
5.0,5,5518.667151
-1.0,4,5519.016982
4.0,4,5519.235976
-2.742999,3,5519.484472
5.0,5,5519.726562
5.0,5,5520.137312
5.0,5,5520.50899
5.0,5,5520.793984
-2.0,3,5521.002435
4.0,4,5521.261311
5.0,5,5521.52578
5.0,5,5521.717164
-3.0,2,5521.934334
5.0,5,5522.326051
5.0,5,5522.696342
5.0,5,5522.96961
-2.0,3,5523.099719
-2.175214,3,5523.445314
-2.0,3,5523.6398
-2.0,3,5523.885688
5.0,5,5524.191887
-2.742999,3,5524.432052
-2.0,3,5524.721332
5.0,5,5525.047489
-2.468761,3,5525.236338
5.0,5,5525.66092
-2.0,3,5525.809081
5.0,5,5525.975944
5.0,5,5526.363194
-2.0,3,5526.620733
5.0,5,5526.90559
-2.0,3,5527.071538
4.0,4,5527.329309
5.0,5,5527.565673
-2.0,3,5527.852737
-2.0,3,5528.049376
-2.468761,3,5528.272438
5.0,5,5528.583182
5.0,5,5528.926497
5.0,5,5529.177174
5.0,5,5529.391348
-2.0,3,5529.631587
-4.0,1,5529.745708
5.0,5,5530.063249
5.0,5,5530.413825
5.0,5,5530.798321
5.0,5,5531.059175
-2.468761,3,5531.251654
5.0,5,5531.390618
4.0,4,5531.645389
5.0,5,5531.876422
-3.0,2,5532.082487
-5.0,1,5532.199078
-3.0,2,5532.416541
5.0,5,5532.726315
-3.982694,2,5532.912534
-2.0,3,5533.122378
-2.175214,3,5533.385038
-2.0,3,5533.60548
5.0,5,5533.961542
-2.742999,3,5534.28899
5.0,5,5534.740783
-2.0,3,5534.927011
4.0,4,5535.150256
-2.0,3,5535.308739
5.0,5,5537.066828
5.0,5,5537.603436
5.0,5,5537.894891
-3.0,2,5538.030119
-2.0,3,5538.276953
-2.0,3,5538.482216
5.0,5,5538.787042
-2.0,3,5539.056093
4.0,4,5539.43506
-3.0,2,5539.564264
-2.0,3,5539.826241
-5.0,1,5539.896675
5.0,5,5540.328819
-2.0,3,5540.509149
5.0,5,5540.71656
-1.0,4,5541.014143
5.0,5,5541.244533
2.0,3,5541.49536
-3.0,2,5541.713186
5.0,5,5541.994701
-2.0,3,5542.208519
-2.0,3,5542.458237
-3.0,2,5542.627519
5.0,5,5542.974709
5.0,5,5543.286392
-5.0,1,5543.385288
-3.0,2,5543.518631
-2.0,3,5543.763274
5.0,5,5544.074578
5.0,5,5544.278173
-2.0,3,5544.509709
5.0,5,5544.867027
2.0,3,5545.073406
5.0,5,5545.261721
5.0,5,5545.504009
-2.0,3,5545.737549
-2.0,3,5545.926939
-3.982694,2,5546.075508
5.0,5,5546.271984
5.0,5,5546.506878
5.0,5,5546.888232
4.0,4,5547.216495
-2.0,3,5547.53686
5.0,5,5547.835503
5.0,5,5548.051135
4.0,4,5548.212092
5.0,5,5548.45007
-2.468761,3,5548.7005
5.0,5,5548.927185
5.0,5,5549.224977
5.0,5,5549.466312
-2.0,3,5549.686781
-2.0,3,5549.868142
-1.429751,4,5550.106847
-2.0,3,5550.295419
4.0,4,5550.581321
5.0,5,5550.870468
4.0,4,5551.130445
5.0,5,5551.46111
-3.0,2,5551.646624
4.0,4,5551.936527
5.0,5,5552.179389
-3.0,2,5552.349514
5.0,5,5552.643601
5.0,5,5552.842289
-2.0,3,5553.010952
5.0,5,5553.271772
5.0,5,5553.590171
5.0,5,5553.888219
-3.0,2,5554.088917
-3.0,2,5554.241206
5.0,5,5554.556715
5.0,5,5554.778554
5.0,5,5555.010435
-1.0,4,5555.251741
5.0,5,5555.49385
-2.0,3,5555.684803
5.0,5,5555.915454
5.0,5,5556.41987
-2.0,3,5556.647589
-2.0,3,5556.820113
5.0,5,5557.265026
5.0,5,5557.558815
-2.175214,3,5557.785514
-3.0,2,5557.935799
5.0,5,5558.20264
5.0,5,5558.569036
5.0,5,5558.82143
-2.0,3,5558.995671
5.0,5,5559.20906
5.0,5,5559.428673
5.0,5,5559.865177
-3.0,2,5560.084875
5.0,5,5560.345844
4.0,4,5560.592614
5.0,5,5560.844394
-2.0,3,5561.065798
5.0,5,5561.394838
-3.0,2,5561.600701
-2.0,3,5561.851164
5.0,5,5562.150029
-2.175214,3,5562.381266
5.0,5,5562.731214
5.0,5,5563.25904
-3.0,2,5563.446587
5.0,5,5563.683448
5.0,5,5564.000633
-1.0,4,5564.206881
-1.0,4,5564.446471
5.0,5,5564.811035
5.0,5,5565.115102
5.0,5,5565.499741
5.0,5,5565.930002
5.0,5,5566.146839
5.0,5,5566.556735
-1.0,4,5566.759652
-2.0,3,5566.994942
4.0,4,5567.200446
5.0,5,5567.483269
-2.0,3,5567.789273
-3.0,2,5567.971012
5.0,5,5568.326072
5.0,5,5568.552266
5.0,5,5568.948327
5.0,5,5569.255434
-2.0,3,5569.412072
-3.0,2,5569.643312
-2.468761,3,5569.911561
5.0,5,5570.282673
2.0,3,5570.466712
5.0,5,5570.763323
-1.0,4,5570.955014
5.0,5,5571.163809
-2.468761,3,5571.324014
5.0,5,5571.580152
5.0,5,5571.92244
-2.468761,3,5572.098788
-3.0,2,5572.207381
-3.0,2,5572.388523
5.0,5,5572.659322
-2.468761,3,5572.913079
5.0,5,5573.122318
5.0,5,5573.420611
5.0,5,5573.884814
5.0,5,5574.354131
5.0,5,5574.631891
5.0,5,5574.925617
5.0,5,5575.171519
-2.468761,3,5575.373971
-2.0,3,5575.576921
5.0,5,5575.884809
5.0,5,5576.124748
-2.0,3,5576.308857
5.0,5,5576.578764
5.0,5,5576.916695
-1.0,4,5577.172999
-2.468761,3,5577.37227
2.0,3,5577.521802
5.0,5,5577.726161
-2.0,3,5577.922687
5.0,5,5578.133057
5.0,5,5578.346609
-3.0,2,5578.483299
5.0,5,5578.771109
5.0,5,5579.161777
-3.0,2,5579.361511
5.0,5,5579.678463
-2.0,3,5579.946587
5.0,5,5580.193343
4.0,4,5580.415039
-2.0,3,5580.67091
5.0,5,5580.976563
3.0,4,5581.299332
-3.0,2,5581.480675
4.0,4,5581.747267
-2.742999,3,5581.971119
5.0,5,5582.204679
-3.0,2,5582.354086
4.0,4,5582.622346
-4.451106,1,5582.728894
4.0,4,5583.15374
-2.175214,3,5583.374495
2.0,3,5583.586758
-2.0,3,5583.828318
5.0,5,5584.093283
-2.468761,3,5584.306297
5.0,5,5584.754493
-2.0,3,5585.060116
-2.0,3,5585.256574
-3.0,2,5585.406116
5.0,5,5585.794793
-3.0,2,5585.989215
-2.0,3,5586.199672
5.0,5,5586.580415
-4.0,1,5586.729108
5.0,5,5587.030121
-3.0,2,5587.156383
5.0,5,5587.558492
-3.0,2,5587.716253
-2.0,3,5587.891161
5.0,5,5588.116913
-1.0,4,5588.329605
5.0,5,5588.661598
4.0,4,5588.912507
-2.0,3,5589.114186
5.0,5,5589.380677
4.0,4,5589.68878
5.0,5,5589.980065
5.0,5,5590.200895
5.0,5,5590.602859
5.0,5,5590.896579
-3.0,2,5591.108529
5.0,5,5591.442986
-2.0,3,5591.686085
-2.0,3,5591.916038
-2.0,3,5592.082487
3.0,4,5592.389632
-2.0,3,5592.605635
5.0,5,5592.855871
-2.0,3,5593.055783
5.0,5,5593.316763
4.0,4,5593.54727
-2.0,3,5593.702796
5.0,5,5593.975793
-3.0,2,5594.180725
-5.0,1,5594.307376
2.0,3,5594.491845
-2.0,3,5594.754231
5.0,5,5595.041639
4.0,4,5595.319062
5.0,5,5595.652773
5.0,5,5595.942191
-1.0,4,5596.259532
5.0,5,5596.791744
5.0,5,5597.086794
-3.0,2,5597.232664
5.0,5,5599.539377
5.0,5,5599.830507
5.0,5,5600.209436
-1.138061,4,5600.431464
-2.175214,3,5600.670883
3.0,4,5600.941997
-2.0,3,5601.152323
-2.468761,3,5601.306842
-2.0,3,5601.533775
3.0,4,5601.832304
2.0,3,5602.061673
5.0,5,5602.461756
5.0,5,5602.764279
5.0,5,5603.013491
-2.0,3,5603.154746
5.0,5,5603.50349
-2.468761,3,5603.713673
5.0,5,5604.036451
-3.0,2,5604.198332
2.0,3,5604.385929
5.0,5,5606.031497
5.0,5,5606.352309
-2.0,3,5606.65357
4.0,4,5606.916379
-3.0,2,5607.180266
5.0,5,5607.44721
5.0,5,5607.639636
5.0,5,5608.000568
-2.0,3,5608.262365
-3.0,2,5608.438267
-2.742999,3,5608.619743
-2.0,3,5608.793374
5.0,5,5609.228788
-2.0,3,5609.422865
-2.0,3,5609.640744
5.0,5,5609.936532
5.0,5,5610.158916
2.0,3,5610.392234
5.0,5,5610.895302
5.0,5,5611.385773
-3.0,2,5611.663003
5.0,5,5612.100263
5.0,5,5612.512217
-2.0,3,5612.733049
5.0,5,5613.064085
5.0,5,5613.37923
5.0,5,5613.76265
-2.0,3,5614.01864
-2.0,3,5614.403736
4.0,4,5614.760571
4.0,4,5614.977345
5.0,5,5615.296095
5.0,5,5615.633813
