#{"t_start": 1745585070.5365307, "env_id": "intersection-v0"}
r,l,t
5.0,5,1161.805753
-2.0,3,1162.108093
5.0,5,1162.442823
5.0,5,1162.776974
4.0,4,1163.070664
5.0,5,1163.306421
5.0,5,1163.650727
4.0,4,1164.006708
3.0,4,1164.285803
-3.0,2,1164.455597
5.0,5,1164.637715
5.0,5,1164.932329
5.0,5,1165.14746
-2.742999,3,1165.476114
5.0,5,1165.751045
-2.0,3,1166.007649
2.0,3,1166.260828
4.0,4,1166.647284
5.0,5,1166.923996
-1.0,4,1167.146521
4.0,4,1167.321814
-2.0,3,1167.4879
5.0,5,1167.760786
-1.0,4,1169.035244
5.0,5,1169.416764
4.0,4,1169.653844
5.0,5,1169.930792
-2.0,3,1170.161037
2.0,3,1170.369391
3.0,4,1170.657813
5.0,5,1170.908489
5.0,5,1171.101857
5.0,5,1171.353462
-2.0,3,1171.50875
-2.0,3,1171.668192
5.0,5,1172.069336
4.0,4,1172.307101
5.0,5,1172.500238
5.0,5,1172.709394
-3.0,2,1172.899352
-3.0,2,1173.078263
-2.468761,3,1173.297386
5.0,5,1173.671374
-1.0,4,1173.978264
4.0,4,1174.128365
4.0,4,1174.406083
5.0,5,1174.670117
5.0,5,1175.131519
5.0,5,1175.446168
-1.0,4,1175.787338
5.0,5,1176.286047
-2.742999,3,1176.48016
4.0,4,1176.75851
5.0,5,1177.122588
5.0,5,1177.500361
5.0,5,1177.776943
-1.429751,4,1178.039371
-1.0,4,1178.408444
5.0,5,1178.71794
-2.175214,3,1178.96937
-2.0,3,1179.130381
-3.0,2,1179.291222
-2.0,3,1179.470879
5.0,5,1179.62686
-2.468761,3,1179.896171
-2.0,3,1180.110172
5.0,5,1180.465679
-2.0,3,1180.653641
5.0,5,1180.919698
-2.0,3,1181.161344
-3.0,2,1181.304492
5.0,5,1181.783891
5.0,5,1182.004447
-2.0,3,1182.274259
-2.0,3,1182.414084
-2.0,3,1182.594982
4.0,4,1182.918542
-3.0,2,1183.102457
5.0,5,1183.31814
2.0,3,1183.558416
-3.0,2,1183.750067
5.0,5,1184.051636
5.0,5,1184.35715
2.0,3,1184.535861
4.0,4,1184.723911
5.0,5,1184.991134
-2.175214,3,1185.150867
5.0,5,1185.341778
-1.429751,4,1185.588127
-2.0,3,1185.806928
4.0,4,1186.16055
5.0,5,1186.454897
-3.697041,2,1186.627324
-2.0,3,1186.772685
-1.702039,4,1187.056847
5.0,5,1187.301323
5.0,5,1187.484036
-3.0,2,1187.681027
4.0,4,1187.863119
5.0,5,1188.078733
3.0,4,1188.298225
5.0,5,1188.571826
5.0,5,1188.915635
5.0,5,1189.25167
5.0,5,1189.476455
2.0,3,1189.656232
5.0,5,1189.897116
-3.0,2,1190.069461
5.0,5,1190.334522
4.0,4,1190.672799
-2.0,3,1190.880544
5.0,5,1191.137416
5.0,5,1191.533308
-5.0,1,1191.630679
-4.0,1,1191.747476
5.0,5,1192.106031
5.0,5,1192.382472
-5.0,1,1192.504162
4.0,4,1192.842026
-2.0,3,1193.045049
-2.0,3,1193.210662
-2.0,3,1193.455386
5.0,5,1193.929945
5.0,5,1194.243629
-2.0,3,1194.469837
5.0,5,1194.788073
5.0,5,1195.102281
5.0,5,1195.321668
5.0,5,1195.619715
-2.0,3,1195.834904
-2.0,3,1196.013589
-2.175214,3,1196.263123
5.0,5,1196.463687
5.0,5,1196.748016
5.0,5,1196.980483
5.0,5,1197.163985
2.0,3,1197.435138
-2.175214,3,1197.678687
-2.175214,3,1197.920072
2.0,3,1198.080363
-1.0,4,1198.327271
5.0,5,1198.56088
5.0,5,1198.927047
4.0,4,1199.22257
5.0,5,1199.637418
-2.742999,3,1199.881366
5.0,5,1200.077821
-2.0,3,1200.318293
5.0,5,1200.677729
5.0,5,1200.951606
-1.0,4,1201.241157
-2.175214,3,1201.453822
2.0,3,1201.679251
5.0,5,1201.941976
5.0,5,1202.098653
5.0,5,1202.422848
5.0,5,1202.775164
-3.0,2,1202.949961
5.0,5,1203.233309
-3.0,2,1203.399388
-3.0,2,1203.599581
5.0,5,1203.930998
5.0,5,1204.190727
5.0,5,1204.468363
-2.0,3,1204.613612
-2.0,3,1204.787424
5.0,5,1205.096197
5.0,5,1205.347628
5.0,5,1205.65372
5.0,5,1205.90056
-3.0,2,1206.066816
5.0,5,1206.427471
-2.0,3,1206.597202
5.0,5,1206.903311
-1.0,4,1207.328655
-2.0,3,1207.507938
4.0,4,1207.765414
-1.429751,4,1208.059616
2.0,3,1208.224339
-1.702039,4,1208.485902
-2.0,3,1208.771806
-2.0,3,1209.028289
5.0,5,1209.285127
-2.0,3,1209.472264
-2.0,3,1209.776239
5.0,5,1210.070517
2.0,3,1210.337047
-2.0,3,1210.602748
-1.0,4,1210.815645
-2.0,3,1211.016552
5.0,5,1211.349613
5.0,5,1211.722684
-2.0,3,1211.996736
2.0,3,1212.216726
5.0,5,1212.487983
5.0,5,1212.785816
-2.0,3,1213.003549
5.0,5,1213.371613
5.0,5,1213.581689
5.0,5,1213.894843
5.0,5,1214.245384
-1.0,4,1214.555015
-2.175214,3,1214.739831
5.0,5,1215.08415
-2.0,3,1215.287024
4.0,4,1215.544878
5.0,5,1215.836176
5.0,5,1216.009626
-3.0,2,1216.167409
-3.0,2,1216.291353
-2.0,3,1216.517673
-3.0,2,1216.644697
5.0,5,1216.897453
5.0,5,1217.084522
5.0,5,1217.409379
5.0,5,1217.653739
-4.0,1,1217.78018
5.0,5,1218.119909
5.0,5,1218.459562
5.0,5,1218.791251
5.0,5,1219.035302
4.0,4,1219.229924
5.0,5,1219.527354
-3.0,2,1219.751166
5.0,5,1220.002456
2.0,3,1220.213607
5.0,5,1220.478648
2.0,3,1220.706359
5.0,5,1221.02642
-3.0,2,1221.276431
-4.0,1,1221.412647
-2.0,3,1221.676326
-2.0,3,1221.883419
5.0,5,1222.150409
4.0,4,1222.554485
4.0,4,1222.779956
-2.0,3,1222.99286
-4.0,1,1223.118535
5.0,5,1223.35759
5.0,5,1223.683151
-2.468761,3,1223.919974
-3.0,2,1224.119814
5.0,5,1224.416185
-2.0,3,1224.609787
5.0,5,1224.900945
5.0,5,1225.157682
-2.0,3,1225.383604
5.0,5,1225.664625
5.0,5,1226.00185
-2.742999,3,1226.220394
4.0,4,1226.388483
-2.742999,3,1226.609336
-2.0,3,1226.811143
5.0,5,1227.182408
-3.0,2,1227.37058
-2.0,3,1227.55919
5.0,5,1227.836126
-2.0,3,1228.031419
5.0,5,1228.433186
5.0,5,1228.672797
5.0,5,1228.883458
5.0,5,1229.327711
-2.0,3,1229.557214
5.0,5,1229.783186
-2.175214,3,1229.940911
5.0,5,1230.242907
-2.0,3,1230.445938
5.0,5,1230.695033
-1.0,4,1230.903444
-2.0,3,1231.151782
5.0,5,1231.524323
-3.0,2,1231.627333
-2.0,3,1231.946769
5.0,5,1232.353388
5.0,5,1232.590745
5.0,5,1232.925616
-2.0,3,1233.158338
5.0,5,1235.165426
5.0,5,1235.488105
-2.0,3,1235.730399
-2.0,3,1235.860769
2.0,3,1236.106343
5.0,5,1236.297382
-2.742999,3,1236.572382
-2.0,3,1236.934394
-2.0,3,1237.101007
5.0,5,1237.439941
-1.0,4,1237.752535
-2.468761,3,1237.903804
-2.0,3,1238.12048
-3.0,2,1238.262529
-2.0,3,1238.507875
5.0,5,1238.85105
-1.0,4,1239.208004
2.0,3,1239.456927
-1.0,4,1239.757651
5.0,5,1239.962855
5.0,5,1240.246973
5.0,5,1240.774336
-3.0,2,1240.934048
4.0,4,1241.302157
5.0,5,1241.567697
-3.0,2,1241.729348
5.0,5,1242.00774
5.0,5,1242.340525
5.0,5,1242.712581
5.0,5,1243.060099
-1.0,4,1243.327506
5.0,5,1243.556028
5.0,5,1243.951225
5.0,5,1244.256398
-2.0,3,1244.4427
5.0,5,1244.856721
-3.0,2,1245.007313
-3.0,2,1245.139709
5.0,5,1245.349275
-3.0,2,1245.547179
-2.468761,3,1245.866066
5.0,5,1246.015625
-2.0,3,1246.273507
5.0,5,1246.541976
2.0,3,1246.744517
5.0,5,1247.09764
2.0,3,1247.258437
-2.468761,3,1247.530591
5.0,5,1247.817078
5.0,5,1248.13104
5.0,5,1248.410707
5.0,5,1248.684907
-2.0,3,1248.994865
-3.0,2,1249.206466
-2.0,3,1249.366734
-2.0,3,1249.534037
5.0,5,1249.899788
5.0,5,1250.154894
5.0,5,1250.537575
-2.0,3,1250.715726
-2.0,3,1250.997268
-3.0,2,1251.173663
5.0,5,1251.595188
-2.0,3,1251.763486
-3.0,2,1251.874623
-2.0,3,1252.044309
-3.0,2,1252.22324
-0.131712,5,1252.504787
2.0,3,1252.734968
-3.0,2,1252.933592
-2.468761,3,1253.195486
-2.0,3,1253.341527
2.0,3,1253.486094
-2.0,3,1253.781866
-3.068023,2,1253.919338
5.0,5,1254.238129
-2.0,3,1254.501509
5.0,5,1254.806517
-2.175214,3,1255.053547
5.0,5,1255.42245
5.0,5,1255.75833
-2.0,3,1255.999588
4.0,4,1256.163316
4.0,4,1256.501433
-2.0,3,1256.715064
-2.0,3,1256.982663
-3.0,2,1257.168488
5.0,5,1257.469125
-3.0,2,1257.730672
-2.0,3,1257.909163
4.0,4,1258.169278
5.0,5,1258.505494
5.0,5,1258.797422
5.0,5,1259.06252
5.0,5,1259.383779
5.0,5,1259.703087
-2.0,3,1259.935351
5.0,5,1260.171147
-2.0,3,1260.365389
-0.695039,5,1260.627942
-2.0,3,1260.872441
-2.742999,3,1261.097631
3.0,4,1261.354165
5.0,5,1261.71403
5.0,5,1261.994065
-2.0,3,1262.199535
2.0,3,1262.449212
2.0,3,1262.67434
3.0,4,1262.897579
-3.0,2,1263.114868
2.0,3,1263.254027
-3.0,2,1263.477205
5.0,5,1263.880622
-2.175214,3,1264.115083
-2.742999,3,1264.330962
-1.0,4,1264.594333
5.0,5,1266.924644
-2.0,3,1267.104355
-3.0,2,1267.267681
2.0,3,1267.539284
-2.0,3,1267.805501
-1.0,4,1268.075636
-3.0,2,1268.245831
-3.392624,2,1268.377712
5.0,5,1268.808137
5.0,5,1269.191383
-2.0,3,1269.406193
5.0,5,1269.647589
5.0,5,1270.017102
5.0,5,1270.297065
4.0,4,1270.450819
-2.0,3,1270.758
-2.0,3,1271.026773
-2.0,3,1271.239173
5.0,5,1271.425219
-2.0,3,1271.620132
-2.0,3,1271.743887
-2.0,3,1271.984943
5.0,5,1272.217243
-2.175214,3,1272.481922
-0.695039,5,1272.87807
5.0,5,1273.272394
5.0,5,1273.615849
5.0,5,1273.881068
5.0,5,1274.08606
4.0,4,1274.319918
4.0,4,1274.574293
-2.0,3,1274.816276
-2.0,3,1275.022723
4.0,4,1275.213465
3.0,4,1275.392334
-2.0,3,1275.597507
5.0,5,1275.860884
5.0,5,1276.155522
3.0,4,1276.420148
5.0,5,1276.780335
-2.742999,3,1276.946584
5.0,5,1277.233116
5.0,5,1277.599304
5.0,5,1277.930317
-2.0,3,1278.146585
4.0,4,1278.389392
2.0,3,1278.65681
4.0,4,1278.978185
5.0,5,1279.209555
5.0,5,1279.578236
5.0,5,1279.864577
5.0,5,1280.192347
5.0,5,1280.371263
2.0,3,1280.510376
5.0,5,1280.684384
5.0,5,1281.060878
-2.0,3,1281.324482
-3.0,2,1281.456803
-2.468761,3,1281.641781
-2.0,3,1281.775461
-2.0,3,1282.088142
-3.0,2,1282.284348
-2.468761,3,1282.615658
-2.0,3,1282.937253
5.0,5,1283.296359
-2.0,3,1283.519951
-2.0,3,1283.695328
5.0,5,1284.121761
5.0,5,1284.424365
5.0,5,1284.706545
5.0,5,1284.880635
5.0,5,1285.187761
-2.742999,3,1285.388159
-2.0,3,1285.600773
-2.0,3,1285.801415
3.0,4,1285.988393
-2.742999,3,1286.189641
-1.0,4,1286.421018
5.0,5,1286.697868
4.0,4,1286.885579
5.0,5,1287.117104
3.0,4,1287.340177
-2.742999,3,1287.575998
-4.0,1,1287.736552
-2.0,3,1287.922093
5.0,5,1288.286576
-2.0,3,1288.504141
5.0,5,1288.772465
-1.0,4,1288.974708
-2.175214,3,1289.249089
5.0,5,1289.506575
-2.0,3,1289.725865
5.0,5,1290.049538
5.0,5,1290.331823
-3.0,2,1290.556551
5.0,5,1290.953455
5.0,5,1291.342335
4.0,4,1291.591615
5.0,5,1291.952193
5.0,5,1292.131415
-3.0,2,1292.332433
-3.0,2,1292.508738
5.0,5,1292.734173
-3.0,2,1292.954008
-2.0,3,1293.147456
4.0,4,1293.32784
5.0,5,1293.630597
-2.468761,3,1293.897993
5.0,5,1294.169052
-2.0,3,1294.304523
-3.0,2,1294.527057
5.0,5,1294.907752
5.0,5,1295.230524
5.0,5,1295.464255
4.0,4,1295.672334
2.0,3,1295.832227
5.0,5,1296.117829
-2.0,3,1296.258968
5.0,5,1296.527213
2.0,3,1296.707627
5.0,5,1296.956437
-2.0,3,1297.17023
-2.468761,3,1297.436845
5.0,5,1297.714755
5.0,5,1298.009424
5.0,5,1298.310594
-2.175214,3,1298.531744
5.0,5,1298.780537
-2.0,3,1298.995634
5.0,5,1299.31549
5.0,5,1299.731651
-2.468761,3,1299.947272
-1.0,4,1300.166393
-3.0,2,1300.365499
5.0,5,1300.663121
2.0,3,1300.851986
5.0,5,1301.089304
5.0,5,1301.291648
5.0,5,1301.58478
-2.0,3,1301.85479
-2.0,3,1302.033209
4.0,4,1302.267209
-2.0,3,1302.459512
5.0,5,1302.756221
5.0,5,1303.033146
-2.742999,3,1304.457118
-2.0,3,1304.697949
5.0,5,1304.97834
5.0,5,1305.362379
-1.0,4,1305.601897
-2.175214,3,1305.88905
-2.0,3,1306.196913
-3.0,2,1306.402876
4.0,4,1306.555783
5.0,5,1306.874002
5.0,5,1307.119154
3.0,4,1307.300807
5.0,5,1307.581144
-2.0,3,1307.799783
5.0,5,1308.057222
-3.0,2,1308.287228
-1.0,4,1308.495121
-2.0,3,1308.733191
-2.0,3,1308.945558
5.0,5,1309.161847
-3.0,2,1309.386422
-2.175214,3,1309.577583
-2.0,3,1309.80101
-2.0,3,1310.019445
5.0,5,1310.260662
-2.0,3,1310.442712
4.0,4,1310.651179
-2.468761,3,1310.876234
5.0,5,1311.178178
5.0,5,1311.568948
-3.0,2,1311.719218
-2.742999,3,1311.888977
5.0,5,1312.136632
-1.0,4,1312.451671
5.0,5,1312.746243
-2.0,3,1312.867986
5.0,5,1313.101901
3.0,4,1313.340702
5.0,5,1313.698955
-2.0,3,1313.871198
5.0,5,1314.154693
-2.742999,3,1314.405966
4.0,4,1314.66709
5.0,5,1314.941955
-2.0,3,1315.143502
-2.0,3,1315.423664
5.0,5,1315.78571
5.0,5,1316.134547
5.0,5,1316.632289
-1.0,4,1316.931382
5.0,5,1317.226316
5.0,5,1317.521466
-2.0,3,1317.707356
5.0,5,1318.08749
-2.175214,3,1318.240282
5.0,5,1318.533339
5.0,5,1318.78165
5.0,5,1319.089204
5.0,5,1319.360217
-3.0,2,1319.556061
5.0,5,1319.942068
-2.175214,3,1320.119373
5.0,5,1320.442264
-3.0,2,1320.607497
5.0,5,1321.160763
-2.742999,3,1321.390474
-3.0,2,1321.648053
5.0,5,1321.966904
-2.0,3,1322.112589
5.0,5,1322.341433
4.0,4,1322.658189
-3.0,2,1322.835188
2.0,3,1323.162472
-2.0,3,1323.369306
-2.0,3,1323.49428
4.0,4,1323.752726
-2.0,3,1324.094204
-4.0,1,1324.230539
2.0,3,1324.513374
-1.0,4,1324.755547
-3.0,2,1324.962267
-2.0,3,1325.066019
5.0,5,1325.357678
-2.0,3,1325.608133
-2.0,3,1325.810199
5.0,5,1326.02203
-2.0,3,1326.283422
5.0,5,1326.604155
5.0,5,1327.024301
5.0,5,1327.267673
5.0,5,1327.551666
-3.0,2,1327.706702
-3.0,2,1327.834456
-2.0,3,1327.980492
-3.0,2,1328.195301
-2.175214,3,1328.447989
5.0,5,1328.699577
4.0,4,1328.938118
-1.0,4,1329.139924
5.0,5,1329.513885
5.0,5,1329.840884
-4.0,1,1329.956545
4.0,4,1330.207165
4.0,4,1330.309831
2.0,3,1330.592634
5.0,5,1330.902169
5.0,5,1331.208948
-2.0,3,1331.439308
-3.0,2,1331.569106
-3.0,2,1331.730104
4.0,4,1331.996093
5.0,5,1332.392235
5.0,5,1332.722137
5.0,5,1333.242842
5.0,5,1333.583379
4.0,4,1334.017683
5.0,5,1334.325526
5.0,5,1334.606352
-2.175214,3,1334.825421
-2.0,3,1334.955033
2.0,3,1335.201368
4.0,4,1335.549004
5.0,5,1335.880355
5.0,5,1336.340731
5.0,5,1336.560164
5.0,5,1336.73464
5.0,5,1337.196834
5.0,5,1337.378157
-2.0,3,1337.597095
-2.0,3,1337.83738
-2.0,3,1337.997635
-2.468761,3,1338.186242
-3.0,2,1338.362316
5.0,5,1338.78304
5.0,5,1339.059217
5.0,5,1339.439246
2.0,3,1339.619258
5.0,5,1339.940904
-1.0,4,1340.257927
-2.0,3,1340.473097
-1.0,4,1340.761353
-1.0,4,1341.032863
5.0,5,1341.513584
5.0,5,1341.722489
-2.0,3,1341.962715
5.0,5,1342.220356
5.0,5,1342.391076
5.0,5,1342.535351
5.0,5,1342.859608
5.0,5,1343.26679
-3.0,2,1343.48761
5.0,5,1343.812196
5.0,5,1344.052733
5.0,5,1344.392534
5.0,5,1344.642277
5.0,5,1344.88792
-1.0,4,1345.187995
5.0,5,1345.414524
5.0,5,1345.909275
5.0,5,1346.251343
5.0,5,1346.637323
-2.0,3,1346.788211
-2.175214,3,1347.045628
5.0,5,1347.395772
2.0,3,1347.670243
5.0,5,1347.910609
5.0,5,1348.235445
5.0,5,1348.554895
2.0,3,1348.72013
5.0,5,1348.963556
5.0,5,1349.10229
5.0,5,1349.356187
-2.0,3,1349.620007
5.0,5,1350.020671
4.0,4,1350.325542
-2.0,3,1350.514221
5.0,5,1350.756895
5.0,5,1351.096522
5.0,5,1351.363833
5.0,5,1351.598078
-3.0,2,1351.768945
-2.0,3,1352.033882
5.0,5,1352.373841
5.0,5,1352.595033
-2.468761,3,1352.799682
5.0,5,1353.287304
3.0,4,1353.568151
-2.468761,3,1353.774618
5.0,5,1354.116159
-2.175214,3,1354.289046
5.0,5,1354.537534
-2.175214,3,1354.694809
4.0,4,1354.97671
5.0,5,1355.179399
-2.468761,3,1355.391646
5.0,5,1355.789657
5.0,5,1356.106166
5.0,5,1356.446699
2.0,3,1356.590928
-2.0,3,1356.811897
5.0,5,1357.143529
5.0,5,1357.375938
0.0,5,1357.675553
-3.0,2,1357.808273
2.0,3,1357.994499
-2.0,3,1358.119847
5.0,5,1358.35818
5.0,5,1358.66503
5.0,5,1358.954941
-2.0,3,1359.256217
-1.429751,4,1359.502548
-2.0,3,1359.705739
5.0,5,1359.962392
-3.0,2,1360.098826
-2.0,3,1360.305264
5.0,5,1360.639014
4.0,4,1360.847914
-2.0,3,1361.111074
5.0,5,1361.459085
5.0,5,1361.731454
4.0,4,1361.879199
-2.468761,3,1362.121909
2.0,3,1362.322089
5.0,5,1362.609585
-3.0,2,1362.84613
5.0,5,1363.149553
-2.0,3,1363.374931
4.0,4,1363.579661
-3.0,2,1363.799373
-3.0,2,1363.96949
-2.0,3,1364.174282
2.0,3,1364.342093
-3.0,2,1364.489958
5.0,5,1364.827378
-2.0,3,1365.024061
5.0,5,1365.320678
5.0,5,1365.580257
5.0,5,1365.939769
-2.0,3,1366.119925
-4.0,1,1366.286001
5.0,5,1366.518198
5.0,5,1366.887362
-2.0,3,1367.11137
5.0,5,1367.403747
-2.0,3,1367.597654
5.0,5,1367.992208
5.0,5,1368.353845
5.0,5,1368.732468
-2.175214,3,1368.995794
4.0,4,1369.24114
4.0,4,1369.496302
5.0,5,1369.757393
5.0,5,1370.009512
5.0,5,1371.401162
5.0,5,1371.707124
5.0,5,1371.925742
-2.0,3,1372.09894
-1.429751,4,1372.411656
5.0,5,1372.679519
5.0,5,1372.983909
-2.0,3,1373.199238
-2.468761,3,1373.426838
5.0,5,1373.812081
5.0,5,1374.073156
-2.0,3,1374.306005
-2.0,3,1374.6196
5.0,5,1374.96887
5.0,5,1375.27713
5.0,5,1375.504803
5.0,5,1375.715598
-2.0,3,1376.009414
-3.0,2,1376.140209
5.0,5,1376.479924
5.0,5,1376.955214
2.0,3,1377.089455
5.0,5,1377.381387
-3.0,2,1377.490609
4.0,4,1377.702435
-2.0,3,1377.873624
4.0,4,1378.133587
5.0,5,1378.382498
5.0,5,1378.654185
-2.0,3,1378.807598
-2.0,3,1379.088924
-2.0,3,1379.296766
5.0,5,1379.614902
-2.0,3,1379.896258
5.0,5,1380.295801
5.0,5,1380.546576
4.0,4,1380.820055
-2.0,3,1380.991435
5.0,5,1381.268982
5.0,5,1381.545421
5.0,5,1381.925925
5.0,5,1382.142858
-2.0,3,1382.382574
2.0,3,1382.577815
4.0,4,1382.820454
-2.0,3,1383.074768
4.0,4,1383.424682
-2.175214,3,1383.646052
-2.0,3,1383.912924
4.0,4,1384.293842
5.0,5,1384.632662
5.0,5,1384.937902
5.0,5,1385.222349
-2.0,3,1385.466756
5.0,5,1385.78273
-3.0,2,1385.932946
-2.742999,3,1386.15016
-2.0,3,1386.370181
-2.175214,3,1386.5703
-2.175214,3,1386.724028
5.0,5,1386.942757
5.0,5,1387.266764
-2.0,3,1387.486816
4.0,4,1387.743867
5.0,5,1388.153702
-1.0,4,1388.350025
-2.0,3,1388.540327
-3.0,2,1388.791541
-2.0,3,1388.998904
5.0,5,1389.337476
2.0,3,1389.497866
5.0,5,1389.81587
2.0,3,1390.02229
3.0,4,1390.248868
6.0,6,1390.626092
5.0,5,1390.912971
5.0,5,1391.157146
5.0,5,1391.410195
-3.0,2,1391.57777
-2.0,3,1391.773007
-4.0,1,1391.919903
-1.138061,4,1392.259899
5.0,5,1392.464817
-2.468761,3,1392.646611
-2.0,3,1392.903159
-2.0,3,1393.159182
5.0,5,1393.493005
5.0,5,1393.813367
-2.0,3,1393.980155
5.0,5,1394.197329
5.0,5,1394.437063
5.0,5,1394.751354
5.0,5,1395.160661
5.0,5,1395.510386
-2.0,3,1395.732291
-3.0,2,1395.915592
5.0,5,1396.202468
5.0,5,1396.561776
5.0,5,1396.747327
-3.0,2,1396.910467
4.0,4,1397.265369
5.0,5,1397.534315
5.0,5,1397.70225
5.0,5,1398.052317
-2.0,3,1398.205501
-2.0,3,1398.386616
5.0,5,1398.65277
5.0,5,1398.927609
5.0,5,1399.294612
5.0,5,1399.773105
-2.0,3,1399.979536
5.0,5,1400.202047
2.0,3,1400.401174
5.0,5,1400.666418
-2.175214,3,1400.818801
-2.0,3,1401.069173
5.0,5,1401.365905
5.0,5,1401.649719
-2.0,3,1401.84759
5.0,5,1404.198752
-2.0,3,1404.358744
-5.0,1,1404.51261
5.0,5,1404.805736
5.0,5,1405.082547
-3.0,2,1405.237554
5.0,5,1405.519305
-2.0,3,1405.763148
5.0,5,1406.00189
-2.0,3,1406.262674
-2.0,3,1406.575798
4.0,4,1406.832825
-3.0,2,1407.075683
-3.0,2,1407.181712
-2.742999,3,1407.379708
-2.0,3,1407.587051
-3.0,2,1407.707764
5.0,5,1407.996604
-2.0,3,1408.209784
5.0,5,1408.659014
5.0,5,1409.008783
2.0,3,1409.211757
5.0,5,1409.550744
-2.0,3,1409.800467
-3.0,2,1409.964225
-2.0,3,1410.22565
-1.429751,4,1410.489576
5.0,5,1410.747576
-2.0,3,1410.984461
-1.0,4,1411.424784
-3.0,2,1411.516487
5.0,5,1411.826806
4.0,4,1412.164658
3.0,4,1412.371124
-1.0,4,1412.757215
-3.0,2,1412.913636
5.0,5,1413.195479
5.0,5,1413.402675
3.0,4,1413.649087
-2.0,3,1413.870485
5.0,5,1414.070769
5.0,5,1414.305162
5.0,5,1414.641175
5.0,5,1414.984329
5.0,5,1415.280809
-2.0,3,1415.490874
5.0,5,1415.895534
5.0,5,1416.209634
5.0,5,1416.544273
-2.0,3,1416.819075
5.0,5,1417.201846
-1.0,4,1417.396222
5.0,5,1417.704232
-3.392624,2,1417.825632
-2.0,3,1418.150842
5.0,5,1418.477025
-3.0,2,1418.669072
5.0,5,1419.026986
-2.0,3,1419.264246
-2.0,3,1419.593183
5.0,5,1419.85092
-2.0,3,1420.093295
5.0,5,1420.353116
3.0,4,1420.5779
-2.0,3,1420.734625
-2.0,3,1420.954794
-3.0,2,1421.152516
5.0,5,1421.500984
-2.0,3,1421.702768
5.0,5,1422.038691
-2.175214,3,1422.237557
-3.0,2,1422.409765
5.0,5,1422.745508
5.0,5,1423.129083
-3.697041,2,1423.381815
5.0,5,1423.80467
5.0,5,1424.093238
-3.0,2,1424.26581
5.0,5,1424.53285
5.0,5,1424.843901
-2.0,3,1424.99806
3.0,4,1425.334217
5.0,5,1425.573985
5.0,5,1425.784246
5.0,5,1426.123431
-2.0,3,1426.273703
-2.742999,3,1426.426519
5.0,5,1426.756356
5.0,5,1427.031724
-2.175214,3,1427.271137
-2.0,3,1427.512388
-2.0,3,1427.748749
5.0,5,1428.02899
-2.0,3,1428.219942
-1.0,4,1428.432421
-5.0,1,1428.522741
5.0,5,1428.838666
-2.0,3,1429.091874
-2.175214,3,1429.275821
5.0,5,1429.715125
5.0,5,1429.906105
-2.0,3,1430.089792
-5.0,1,1430.204007
-3.0,2,1430.341168
5.0,5,1430.626359
5.0,5,1430.845268
-2.0,3,1431.032896
-2.175214,3,1431.233004
5.0,5,1431.602753
3.0,4,1431.902899
-2.0,3,1432.097348
-3.0,2,1432.26323
4.0,4,1432.473075
-2.0,3,1432.63043
5.0,5,1432.961911
-3.0,2,1433.091091
5.0,5,1433.534914
-2.742999,3,1433.757273
-2.0,3,1433.943259
5.0,5,1434.187496
-3.0,2,1434.416699
4.0,4,1434.66028
4.0,4,1434.903057
5.0,5,1435.14879
5.0,5,1435.411423
-2.0,3,1435.655578
-2.742999,3,1435.833525
-2.0,3,1436.156245
-3.0,2,1436.285793
5.0,5,1436.576893
5.0,5,1436.849987
-2.0,3,1437.106695
5.0,5,1437.335901
5.0,5,1437.667379
-2.0,3,1437.795124
2.0,3,1438.051036
5.0,5,1438.353199
5.0,5,1438.606896
4.0,4,1440.025025
5.0,5,1440.31568
5.0,5,1440.495634
-1.0,4,1440.795539
-1.0,4,1441.195333
5.0,5,1441.522912
5.0,5,1441.713191
5.0,5,1442.05522
4.0,4,1442.251257
-2.468761,3,1442.388953
-1.0,4,1442.582184
5.0,5,1442.823441
5.0,5,1443.077409
-3.0,2,1443.218634
-2.0,3,1443.475441
-3.0,2,1443.616356
-5.0,1,1443.732042
5.0,5,1443.90002
-3.0,2,1444.039074
5.0,5,1444.285905
-3.0,2,1444.528085
5.0,5,1444.801962
-2.0,3,1444.998044
2.0,3,1445.141168
5.0,5,1445.42772
-2.0,3,1445.60758
2.0,3,1445.802
5.0,5,1446.19738
3.0,4,1446.326563
5.0,5,1446.734401
5.0,5,1446.995726
-3.0,2,1447.111447
2.0,3,1447.380464
-1.0,4,1447.662619
-3.0,2,1447.750782
-2.0,3,1447.935683
5.0,5,1448.194026
-2.0,3,1448.427303
5.0,5,1448.766483
-2.0,3,1448.969009
-2.0,3,1449.101396
5.0,5,1449.407943
5.0,5,1449.707495
-2.0,3,1449.992267
5.0,5,1450.235786
5.0,5,1450.839966
-2.0,3,1451.039638
5.0,5,1451.247271
2.0,3,1451.468748
5.0,5,1451.612496
5.0,5,1451.998768
5.0,5,1452.266744
-2.0,3,1452.556515
2.0,3,1452.759948
5.0,5,1453.129495
5.0,5,1453.297951
-2.0,3,1453.576146
2.0,3,1453.891124
-2.0,3,1454.042314
5.0,5,1454.297471
-2.0,3,1454.484093
4.0,4,1454.736782
-2.742999,3,1454.92789
5.0,5,1455.38501
5.0,5,1455.679305
5.0,5,1455.96974
5.0,5,1456.245768
5.0,5,1456.565581
