#{"t_start": 1745397208.6728308, "env_id": "intersection-v0"}
r,l,t
-2.0,3,2129.440282
-3.0,2,2129.658721
5.0,5,2129.876912
-2.0,3,2130.123088
5.0,5,2130.554419
-2.0,3,2130.741048
-2.0,3,2131.017503
5.0,5,2131.317592
5.0,5,2131.720763
5.0,5,2132.209063
5.0,5,2132.715871
5.0,5,2133.008885
-3.0,2,2133.14618
5.0,5,2133.377771
5.0,5,2133.743655
-2.0,3,2133.939323
-1.429751,4,2134.166322
5.0,5,2134.380455
4.0,4,2134.667188
-2.742999,3,2134.813223
5.0,5,2134.974277
-2.0,3,2135.192809
5.0,5,2135.581558
2.0,3,2135.780655
5.0,5,2136.218927
5.0,5,2136.650285
5.0,5,2137.075871
2.0,3,2137.352046
4.0,4,2137.6308
5.0,5,2137.957127
4.0,4,2138.24314
-2.0,3,2138.427037
-3.0,2,2138.534307
-3.0,2,2138.721575
-3.0,2,2138.942322
-2.0,3,2139.116408
5.0,5,2139.5674
4.0,4,2139.794468
-3.0,2,2140.061936
-2.0,3,2140.304276
-2.742999,3,2140.594096
5.0,5,2141.119789
5.0,5,2141.47964
5.0,5,2141.692894
-2.0,3,2141.959976
-2.175214,3,2142.186257
5.0,5,2142.622908
5.0,5,2142.893519
4.0,4,2143.083648
-3.0,2,2143.232501
-2.0,3,2143.44089
5.0,5,2143.832885
-2.0,3,2144.145608
5.0,5,2144.575695
5.0,5,2144.877446
5.0,5,2145.234354
2.0,3,2145.426603
-3.0,2,2145.622166
-2.175214,3,2145.959055
5.0,5,2146.305765
5.0,5,2146.671611
5.0,5,2146.887862
4.0,4,2147.147373
-0.423084,5,2147.349518
-3.0,2,2147.572935
5.0,5,2147.991749
5.0,5,2148.339547
5.0,5,2148.570405
5.0,5,2149.01921
5.0,5,2149.324225
4.0,4,2149.509956
5.0,5,2149.889732
5.0,5,2150.241347
5.0,5,2150.606735
-3.0,2,2150.789173
5.0,5,2151.104136
4.0,4,2151.369955
5.0,5,2151.566692
5.0,5,2151.799407
-3.0,2,2151.954428
-3.0,2,2152.10232
-1.0,4,2152.310771
-2.468761,3,2152.476695
5.0,5,2152.760495
4.0,4,2153.082531
5.0,5,2153.490831
5.0,5,2153.84304
2.0,3,2154.029981
-2.0,3,2154.28722
5.0,5,2154.544206
5.0,5,2154.881259
-3.0,2,2155.016049
5.0,5,2157.019708
5.0,5,2157.292367
-2.0,3,2157.561496
-2.0,3,2157.77808
-2.742999,3,2158.018564
-2.468761,3,2158.267043
5.0,5,2158.692943
-2.0,3,2158.995404
5.0,5,2159.439808
-2.742999,3,2159.619457
-2.0,3,2159.840559
-3.0,2,2160.105444
-2.0,3,2160.37476
-2.0,3,2160.55197
5.0,5,2160.845893
-1.0,4,2161.03903
5.0,5,2161.517421
5.0,5,2161.926351
2.0,3,2162.13693
-2.0,3,2162.439057
4.0,4,2162.66435
-2.0,3,2162.903364
-2.0,3,2163.209891
2.0,3,2163.435457
5.0,5,2163.848992
-4.451106,1,2163.941892
-2.0,3,2164.169605
5.0,5,2164.404771
5.0,5,2164.576293
5.0,5,2164.839908
-3.0,2,2164.97738
-4.0,1,2165.152241
-2.0,3,2165.38799
5.0,5,2165.685962
4.0,4,2166.149028
5.0,5,2166.498089
4.0,4,2166.780721
4.0,4,2167.110347
-2.0,3,2167.388889
5.0,5,2167.662048
-2.0,3,2167.938311
-1.0,4,2168.226806
5.0,5,2168.520126
-3.0,2,2168.709365
-1.138061,4,2169.022322
5.0,5,2169.327611
5.0,5,2169.660621
5.0,5,2170.131608
5.0,5,2170.383
5.0,5,2170.78846
-2.0,3,2170.956216
5.0,5,2171.242863
-2.0,3,2171.410804
5.0,5,2171.809426
5.0,5,2172.284438
5.0,5,2172.546975
-3.0,2,2172.785604
-2.0,3,2173.000517
-2.0,3,2173.185513
2.0,3,2173.42278
-2.0,3,2173.730268
-2.0,3,2174.064507
5.0,5,2174.481113
5.0,5,2174.738605
5.0,5,2175.096884
5.0,5,2175.523789
-2.0,3,2175.677199
-3.0,2,2175.782869
5.0,5,2176.093617
-2.0,3,2176.306877
-2.0,3,2176.518684
5.0,5,2176.845785
5.0,5,2177.131528
5.0,5,2177.297925
5.0,5,2177.734285
-2.0,3,2178.027464
-2.0,3,2178.374202
5.0,5,2178.734785
4.0,4,2179.147205
-2.0,3,2179.319467
5.0,5,2179.608018
5.0,5,2179.7687
-2.0,3,2179.980229
-2.0,3,2180.231262
-3.0,2,2180.43612
-2.0,3,2180.632784
-2.742999,3,2180.849305
-2.742999,3,2181.118857
5.0,5,2181.529782
5.0,5,2181.797825
-2.0,3,2182.036393
-2.175214,3,2182.314385
-2.0,3,2182.490191
-2.0,3,2182.743196
5.0,5,2182.902928
4.0,4,2183.093995
-4.0,1,2183.162835
5.0,5,2183.440631
5.0,5,2183.658233
-3.0,2,2183.876134
-2.0,3,2184.116849
-1.0,4,2184.390693
5.0,5,2184.550038
-2.0,3,2184.715734
-1.0,4,2185.017344
5.0,5,2185.288602
5.0,5,2185.590234
5.0,5,2185.863176
5.0,5,2186.296353
-2.175214,3,2186.68161
5.0,5,2186.990372
4.0,4,2187.296898
-2.0,3,2187.520015
5.0,5,2187.774056
5.0,5,2187.956676
5.0,5,2188.207196
-2.0,3,2188.48007
-2.0,3,2188.57574
-2.0,3,2188.724019
-2.0,3,2188.98076
4.0,4,2189.323919
5.0,5,2189.670471
2.0,3,2189.917325
-2.0,3,2190.195556
-2.0,3,2190.429857
5.0,5,2190.806587
4.0,4,2191.003647
-2.0,3,2191.283212
5.0,5,2191.608361
5.0,5,2191.908293
5.0,5,2192.12185
5.0,5,2192.515368
-3.0,2,2192.684781
-2.0,3,2192.959756
5.0,5,2193.356663
3.0,4,2193.671532
-2.468761,3,2193.904305
5.0,5,2194.138806
5.0,5,2194.676775
-3.0,2,2194.827612
5.0,5,2195.057016
5.0,5,2195.317999
5.0,5,2195.740469
-3.0,2,2196.166758
3.0,4,2196.462004
-2.742999,3,2196.755572
-2.468761,3,2196.944541
-2.0,3,2197.136804
5.0,5,2197.375698
5.0,5,2197.555594
-2.0,3,2197.829915
5.0,5,2198.043507
-3.0,2,2198.183624
-2.468761,3,2198.408951
5.0,5,2198.772423
-2.0,3,2198.988199
-0.423084,5,2199.161982
-2.0,3,2199.377541
-2.742999,3,2199.59057
5.0,5,2199.820551
-3.0,2,2199.982067
5.0,5,2200.232372
-2.0,3,2200.485993
-2.0,3,2200.749466
4.0,4,2201.09165
5.0,5,2201.459643
-3.0,2,2201.623818
5.0,5,2201.863857
5.0,5,2202.050489
5.0,5,2202.39579
-1.0,4,2202.769198
-2.0,3,2203.013898
-2.0,3,2203.243099
5.0,5,2203.53759
5.0,5,2203.739126
5.0,5,2204.076694
5.0,5,2204.483479
-2.0,3,2204.725418
-2.0,3,2204.966377
5.0,5,2205.235546
-3.0,2,2205.393615
5.0,5,2205.697274
5.0,5,2206.055524
5.0,5,2206.192543
5.0,5,2206.513736
5.0,5,2206.955332
-2.0,3,2207.215443
-2.468761,3,2207.500875
5.0,5,2207.704087
5.0,5,2208.062955
-1.0,4,2208.235595
5.0,5,2208.53475
5.0,5,2208.730784
2.0,3,2208.969553
-3.0,2,2209.125828
-2.175214,3,2209.444329
4.0,4,2209.802593
5.0,5,2210.058513
5.0,5,2210.439312
5.0,5,2210.695863
-2.0,3,2210.957804
5.0,5,2211.367448
4.0,4,2211.707983
4.0,4,2212.021712
-2.0,3,2212.200409
-2.0,3,2212.400096
-3.0,2,2212.572126
-3.0,2,2212.865328
-2.742999,3,2213.075815
5.0,5,2213.322006
-2.0,3,2213.511616
-3.0,2,2213.705438
5.0,5,2214.12117
-2.0,3,2214.307867
5.0,5,2214.821445
5.0,5,2215.024717
5.0,5,2215.33146
5.0,5,2215.673476
-2.0,3,2215.935642
2.0,3,2216.140268
5.0,5,2216.485351
-2.0,3,2216.668986
5.0,5,2217.028148
2.0,3,2217.295406
5.0,5,2217.472272
2.0,3,2217.710576
-2.0,3,2217.913143
6.0,6,2218.208916
-1.0,4,2218.528728
5.0,5,2218.868554
5.0,5,2219.27532
5.0,5,2219.505686
5.0,5,2219.765426
-4.0,1,2219.89071
-3.392624,2,2220.036365
-3.0,2,2220.258736
-2.0,3,2220.490499
5.0,5,2220.725426
5.0,5,2220.870425
5.0,5,2221.24076
5.0,5,2221.531947
-2.0,3,2221.723397
-2.0,3,2222.005244
-2.0,3,2222.157011
-1.0,4,2222.321299
-2.0,3,2222.540119
5.0,5,2222.847205
-1.429751,4,2223.123368
-2.0,3,2223.264122
-2.0,3,2223.456131
-3.982694,2,2223.675559
-1.0,4,2223.95698
5.0,5,2224.309313
4.0,4,2224.559602
5.0,5,2224.968519
5.0,5,2225.252693
4.0,4,2225.471911
5.0,5,2225.776419
-1.0,4,2227.540891
-2.468761,3,2227.79947
-2.0,3,2227.988165
-2.0,3,2228.203837
4.0,4,2228.430668
5.0,5,2228.756074
-2.0,3,2228.943975
5.0,5,2229.250623
-2.0,3,2229.486565
4.0,4,2229.701461
-2.175214,3,2229.914516
5.0,5,2230.215466
-2.0,3,2230.419712
5.0,5,2230.735629
3.0,4,2231.015457
5.0,5,2231.270598
-2.0,3,2231.496613
5.0,5,2231.708279
-2.175214,3,2231.93172
5.0,5,2232.329655
5.0,5,2232.583443
5.0,5,2232.866596
-2.0,3,2233.130959
5.0,5,2233.324381
5.0,5,2233.568883
-2.175214,3,2233.751877
-2.0,3,2234.000956
-3.0,2,2234.255546
-2.175214,3,2234.495241
5.0,5,2234.749508
4.0,4,2235.0458
5.0,5,2235.401671
-2.0,3,2235.663075
5.0,5,2235.99231
5.0,5,2236.381526
5.0,5,2236.791506
2.0,3,2237.107211
-2.175214,3,2237.319958
4.0,4,2237.583549
-2.0,3,2237.78302
3.0,4,2238.183331
5.0,5,2238.368477
-2.0,3,2238.609645
-2.175214,3,2238.7727
5.0,5,2238.972255
5.0,5,2239.337196
5.0,5,2239.737263
5.0,5,2240.020865
5.0,5,2240.42239
5.0,5,2240.720528
5.0,5,2241.211519
5.0,5,2241.583822
-2.0,3,2241.858191
-2.0,3,2242.084021
-2.0,3,2242.291347
-2.0,3,2242.470604
5.0,5,2242.723245
-1.0,4,2243.083962
5.0,5,2243.392578
-2.175214,3,2243.523162
5.0,5,2243.961442
-2.468761,3,2244.157828
5.0,5,2244.445343
-2.0,3,2244.606109
-2.742999,3,2244.832133
-2.0,3,2245.039205
-2.0,3,2245.210613
5.0,5,2245.641764
-1.0,4,2245.93081
5.0,5,2246.257074
-3.0,2,2246.562363
5.0,5,2246.975703
5.0,5,2247.293999
-2.0,3,2247.541573
5.0,5,2247.840825
5.0,5,2248.229214
5.0,5,2248.445562
5.0,5,2248.743157
5.0,5,2249.141717
-2.0,3,2249.303413
-2.0,3,2249.468998
-3.0,2,2249.633692
5.0,5,2249.922787
-2.0,3,2250.096923
-2.0,3,2250.313334
4.0,4,2250.621598
5.0,5,2250.940581
3.0,4,2251.270537
-1.0,4,2251.701875
5.0,5,2251.980225
4.0,4,2252.148689
-1.0,4,2252.419699
5.0,5,2252.742758
-2.0,3,2252.92683
4.0,4,2253.193701
5.0,5,2253.342564
-2.0,3,2253.491782
-3.0,2,2253.675832
5.0,5,2253.936265
-4.0,1,2254.079752
5.0,5,2254.290326
-1.0,4,2254.56385
5.0,5,2255.015293
5.0,5,2255.321323
-2.0,3,2255.529087
5.0,5,2255.956725
-2.0,3,2256.303191
-2.0,3,2256.653487
5.0,5,2256.854088
-3.0,2,2257.043713
-2.0,3,2257.239009
5.0,5,2257.503987
-2.0,3,2257.683403
-2.0,3,2257.876583
-2.0,3,2258.110239
5.0,5,2258.466287
-2.0,3,2258.680955
5.0,5,2259.007718
5.0,5,2259.315613
-2.0,3,2259.478757
-3.0,2,2259.649391
-2.0,3,2259.783916
5.0,5,2260.127719
3.0,4,2260.384519
-1.0,4,2260.653057
-2.0,3,2260.803294
5.0,5,2261.283973
5.0,5,2261.547212
-2.0,3,2261.926489
5.0,5,2262.207714
-2.0,3,2262.436582
5.0,5,2262.90244
-2.742999,3,2263.228249
5.0,5,2263.483335
5.0,5,2263.877764
-3.0,2,2264.061225
-5.0,1,2264.250045
2.0,3,2264.491744
2.0,3,2264.636059
5.0,5,2264.971735
5.0,5,2265.238467
5.0,5,2265.549181
-2.0,3,2265.856463
5.0,5,2266.298963
5.0,5,2266.515874
3.0,4,2266.822761
-2.0,3,2267.082982
-3.392624,2,2267.298231
-3.0,2,2267.487321
5.0,5,2268.06528
-3.0,2,2268.278452
5.0,5,2268.668491
4.0,4,2268.969229
5.0,5,2269.22091
5.0,5,2269.378379
5.0,5,2269.724494
-2.742999,3,2270.013909
-2.0,3,2270.248263
-3.0,2,2270.353772
-2.0,3,2270.531519
5.0,5,2270.897604
4.0,4,2271.20218
4.0,4,2271.435345
5.0,5,2271.811397
-3.0,2,2272.031904
5.0,5,2272.342243
-2.0,3,2272.501247
-2.0,3,2272.666495
-3.068023,2,2272.85156
3.0,4,2273.028577
-5.0,1,2273.081801
5.0,5,2273.399626
-2.0,3,2273.5797
5.0,5,2273.847713
-2.0,3,2274.039345
5.0,5,2274.446892
5.0,5,2274.718972
5.0,5,2274.930313
5.0,5,2275.286882
-2.0,3,2275.497755
-2.468761,3,2275.722189
-1.0,4,2276.070524
-2.742999,3,2276.285544
5.0,5,2276.559362
5.0,5,2276.987236
-2.0,3,2277.227562
5.0,5,2277.592424
5.0,5,2277.930749
-3.0,2,2278.155555
-2.0,3,2278.413203
4.0,4,2278.619889
5.0,5,2278.861224
-2.0,3,2279.026603
-2.0,3,2279.290654
5.0,5,2279.662846
-3.0,2,2279.857384
-1.0,4,2280.299673
0.0,5,2280.693117
-2.0,3,2280.8423
5.0,5,2281.15786
5.0,5,2281.541827
-2.0,3,2281.778329
4.0,4,2282.009842
5.0,5,2282.270506
5.0,5,2282.60177
5.0,5,2283.016903
-3.0,2,2283.197496
-2.0,3,2283.471654
-2.0,3,2283.702031
5.0,5,2284.13395
-3.0,2,2284.289713
5.0,5,2284.56752
-2.175214,3,2284.769529
5.0,5,2285.085303
5.0,5,2285.31667
5.0,5,2285.866197
-3.0,2,2285.996656
-3.0,2,2286.220019
-3.0,2,2286.390039
5.0,5,2286.713581
5.0,5,2287.052183
5.0,5,2287.255845
5.0,5,2287.512854
-2.468761,3,2287.815544
5.0,5,2288.07729
4.0,4,2288.284567
-3.0,2,2288.494252
-2.0,3,2288.747102
5.0,5,2289.026748
-2.175214,3,2289.192668
5.0,5,2289.456063
-2.0,3,2289.682283
5.0,5,2290.055919
-2.468761,3,2290.300185
-2.742999,3,2290.487692
-1.0,4,2290.689988
-1.0,4,2290.908346
4.0,4,2291.147873
5.0,5,2291.438591
5.0,5,2291.783558
-2.0,3,2292.103575
2.0,3,2292.309877
5.0,5,2292.633716
-2.0,3,2292.876377
5.0,5,2293.142478
5.0,5,2293.403983
5.0,5,2293.832496
4.0,4,2294.127331
5.0,5,2294.41835
-3.0,2,2294.568964
-2.0,3,2294.832198
5.0,5,2295.193619
-3.0,2,2295.396728
5.0,5,2295.587342
-2.468761,3,2295.751995
-3.0,2,2295.946735
5.0,5,2297.772144
-2.0,3,2298.052067
5.0,5,2298.367836
-2.0,3,2298.587464
-2.0,3,2298.783566
5.0,5,2298.997339
2.0,3,2299.196581
-2.0,3,2299.483689
5.0,5,2299.742625
2.0,3,2299.965261
5.0,5,2300.289985
5.0,5,2300.835864
4.0,4,2301.105451
3.0,4,2301.422769
5.0,5,2301.763698
5.0,5,2301.989767
5.0,5,2302.383816
5.0,5,2302.728046
5.0,5,2303.149183
5.0,5,2303.462063
5.0,5,2303.83852
3.0,4,2304.197598
-3.0,2,2304.346807
5.0,5,2304.813335
-3.0,2,2305.011817
5.0,5,2305.335075
-2.0,3,2305.512154
3.0,4,2305.715738
-2.0,3,2305.999669
5.0,5,2306.322373
-2.742999,3,2306.541896
-2.0,3,2306.749293
5.0,5,2306.992048
5.0,5,2307.237643
5.0,5,2307.541425
5.0,5,2307.712766
5.0,5,2308.163236
-3.0,2,2308.364397
5.0,5,2308.78958
-1.0,4,2309.020432
-2.0,3,2309.251314
4.0,4,2309.661562
5.0,5,2309.959707
-2.0,3,2310.240534
-3.0,2,2310.376591
4.0,4,2310.677929
5.0,5,2310.975579
5.0,5,2311.481616
5.0,5,2311.823677
-2.0,3,2312.00061
-2.0,3,2312.196759
5.0,5,2312.690974
-2.0,3,2313.006703
5.0,5,2313.318073
-2.0,3,2313.544297
5.0,5,2313.850074
2.0,3,2314.042255
5.0,5,2314.360276
5.0,5,2314.563535
-2.0,3,2314.827498
5.0,5,2315.230531
5.0,5,2315.515074
-4.0,1,2315.658112
5.0,5,2315.963956
5.0,5,2316.391002
-2.0,3,2316.639069
5.0,5,2316.943885
-3.0,2,2317.085281
-2.0,3,2317.335235
2.0,3,2317.637329
-2.0,3,2317.851335
3.0,4,2318.171398
-2.0,3,2318.440151
5.0,5,2318.773273
-2.0,3,2319.025041
5.0,5,2319.42108
-4.0,1,2319.525115
3.0,4,2319.75851
3.0,4,2320.047235
5.0,5,2320.539566
5.0,5,2320.733934
4.0,4,2320.912924
-2.175214,3,2321.09398
5.0,5,2321.445756
-2.742999,3,2321.611078
5.0,5,2321.906747
5.0,5,2322.097085
-2.0,3,2322.315374
5.0,5,2322.57935
3.0,4,2322.87286
-2.0,3,2323.16438
-2.0,3,2323.409641
5.0,5,2323.893042
3.0,4,2324.215257
4.0,4,2324.569586
-2.0,3,2324.803715
4.0,4,2324.986029
-2.0,3,2325.146366
5.0,5,2325.385746
2.0,3,2325.543068
-2.0,3,2325.78573
-1.702039,4,2326.065221
5.0,5,2326.422498
5.0,5,2326.682039
-2.0,3,2326.891748
5.0,5,2327.095787
-4.0,1,2327.211983
5.0,5,2327.535235
5.0,5,2327.709872
-2.0,3,2327.884335
2.0,3,2328.135785
5.0,5,2328.435407
5.0,5,2328.709384
5.0,5,2329.176273
5.0,5,2329.440825
5.0,5,2329.814309
5.0,5,2330.008938
-3.0,2,2330.177378
4.0,4,2330.426882
5.0,5,2330.703301
5.0,5,2331.098764
5.0,5,2331.2951
-3.0,2,2331.534403
-1.0,4,2331.746715
5.0,5,2332.228669
5.0,5,2332.396559
-2.742999,3,2332.565773
5.0,5,2332.868648
-2.0,3,2333.185398
5.0,5,2333.447722
-1.0,4,2333.859293
-2.0,3,2334.09532
-2.0,3,2334.2758
5.0,5,2334.520782
-2.468761,3,2334.75985
5.0,5,2335.132177
-2.742999,3,2335.433367
-2.0,3,2335.592143
5.0,5,2335.920216
5.0,5,2336.201496
5.0,5,2336.435096
-2.0,3,2336.727299
2.0,3,2336.928154
5.0,5,2337.220171
5.0,5,2337.436189
5.0,5,2337.771786
2.0,3,2338.007764
5.0,5,2338.247848
5.0,5,2338.503808
5.0,5,2338.726408
-5.0,1,2338.821083
2.0,3,2339.090865
4.0,4,2339.312935
-2.0,3,2339.561194
5.0,5,2339.763876
5.0,5,2340.009667
-2.0,3,2340.14419
5.0,5,2340.330577
5.0,5,2340.596735
5.0,5,2340.869724
5.0,5,2341.196352
2.0,3,2341.409469
5.0,5,2341.801796
-2.468761,3,2342.131183
-2.0,3,2342.378217
4.0,4,2342.708711
5.0,5,2342.986234
-2.468761,3,2343.32053
-2.0,3,2343.543477
-2.0,3,2343.851633
5.0,5,2344.117068
5.0,5,2344.473887
-2.0,3,2344.727469
5.0,5,2345.091362
5.0,5,2345.361786
2.0,3,2345.516065
5.0,5,2345.870598
2.0,3,2346.059374
5.0,5,2346.237302
5.0,5,2346.521761
3.0,4,2346.832119
2.0,3,2347.022838
-2.0,3,2347.173828
-1.138061,4,2347.501789
5.0,5,2347.925696
-2.468761,3,2348.183443
-2.0,3,2348.46115
5.0,5,2348.925105
5.0,5,2349.286264
5.0,5,2349.588662
5.0,5,2349.879953
5.0,5,2350.04809
-2.0,3,2350.253476
5.0,5,2350.530202
-2.0,3,2350.642035
-2.468761,3,2350.788676
5.0,5,2351.186498
-2.175214,3,2351.40305
-2.0,3,2351.569606
5.0,5,2351.764288
5.0,5,2352.166434
-2.0,3,2352.408138
-2.0,3,2352.727785
4.0,4,2352.911495
5.0,5,2353.273136
4.0,4,2353.50878
5.0,5,2353.835102
-2.0,3,2354.069863
5.0,5,2354.467608
-2.0,3,2354.785019
5.0,5,2354.993542
-3.697041,2,2355.216488
-2.0,3,2355.52092
-2.175214,3,2355.724977
-2.0,3,2355.956883
-2.0,3,2356.059456
5.0,5,2356.269525
-2.0,3,2356.546324
5.0,5,2357.055569
5.0,5,2357.408766
5.0,5,2357.802819
2.0,3,2357.987537
5.0,5,2358.269696
-3.0,2,2358.405783
-2.0,3,2358.656621
-2.0,3,2358.913753
-2.742999,3,2359.092551
-4.451106,1,2359.241364
3.0,4,2359.535704
5.0,5,2359.874998
-2.0,3,2360.026509
5.0,5,2360.232435
5.0,5,2360.452633
-3.0,2,2360.699266
2.0,3,2360.915322
-2.0,3,2361.278565
-1.138061,4,2361.669294
5.0,5,2362.126198
2.0,3,2362.309396
-2.0,3,2362.505077
-3.068023,2,2362.671218
5.0,5,2363.048862
-2.0,3,2363.26223
5.0,5,2363.640452
3.0,4,2363.961661
-2.0,3,2364.130104
-2.0,3,2364.299356
5.0,5,2364.597263
2.0,3,2364.852343
5.0,5,2365.233817
2.0,3,2365.405976
-2.0,3,2365.672784
3.0,4,2366.017968
5.0,5,2367.498586
5.0,5,2367.771886
5.0,5,2368.106153
-2.0,3,2368.217481
4.0,4,2368.550516
5.0,5,2368.972498
-3.0,2,2369.22101
-1.0,4,2369.513463
5.0,5,2369.83842
5.0,5,2370.058597
5.0,5,2370.276328
2.0,3,2370.48677
5.0,5,2370.833547
-3.0,2,2370.973749
5.0,5,2371.411393
-3.697041,2,2371.610292
2.0,3,2371.755017
-2.468761,3,2372.063381
5.0,5,2372.314057
-2.0,3,2372.660863
-1.0,4,2372.999117
-2.468761,3,2373.34151
5.0,5,2373.689162
5.0,5,2374.025092
-4.0,1,2374.166717
5.0,5,2374.454199
5.0,5,2374.834171
5.0,5,2375.218234
5.0,5,2375.445259
-3.0,2,2375.624032
2.0,3,2375.779659
5.0,5,2376.177009
-2.0,3,2376.459853
5.0,5,2376.65874
-3.0,2,2376.858394
-3.0,2,2377.023578
4.0,4,2377.328445
-1.138061,4,2377.633418
-3.0,2,2377.743864
-3.0,2,2377.946492
-2.0,3,2378.163436
-2.175214,3,2378.430662
5.0,5,2378.693177
-2.0,3,2378.960519
-2.175214,3,2379.148299
5.0,5,2379.374877
-2.0,3,2379.607118
5.0,5,2379.966622
-3.0,2,2380.09557
5.0,5,2380.44881
4.0,4,2380.704302
-2.0,3,2381.01163
5.0,5,2381.430261
-2.742999,3,2381.632709
-2.0,3,2381.755605
-2.0,3,2382.004114
5.0,5,2382.358885
5.0,5,2382.622158
-2.0,3,2382.787781
-2.0,3,2382.986312
-3.0,2,2383.131861
3.0,4,2383.33378
5.0,5,2383.639821
5.0,5,2383.954908
-2.0,3,2384.168498
-3.0,2,2384.343029
5.0,5,2384.710274
3.0,4,2385.055665
-2.0,3,2385.360553
-1.0,4,2385.597299
5.0,5,2385.867214
5.0,5,2386.288171
-2.0,3,2386.67406
5.0,5,2386.965628
-5.0,1,2387.06668
-3.0,2,2387.272719
5.0,5,2387.450951
-2.0,3,2387.615937
4.0,4,2387.967903
5.0,5,2388.289162
5.0,5,2388.54619
-2.0,3,2388.69085
4.0,4,2388.913779
-4.875676,1,2389.038902
-2.0,3,2389.260888
5.0,5,2389.514827
-2.175214,3,2389.839206
5.0,5,2390.167733
-3.0,2,2390.308602
-3.982694,2,2390.443083
-1.0,4,2390.802818
5.0,5,2391.054888
5.0,5,2391.492603
5.0,5,2391.672746
-2.0,3,2391.82554
-3.0,2,2392.050679
-2.0,3,2392.28068
-2.0,3,2392.473912
-2.0,3,2392.659582
-3.392624,2,2392.791573
5.0,5,2393.162137
4.0,4,2393.401863
2.0,3,2393.614062
2.0,3,2393.851569
5.0,5,2394.21597
5.0,5,2394.455076
-2.0,3,2394.604065
-2.175214,3,2394.841308
-2.175214,3,2395.167845
5.0,5,2395.473351
-1.138061,4,2395.66536
-2.742999,3,2395.953338
5.0,5,2396.344211
-2.175214,3,2396.674835
5.0,5,2397.035479
-3.0,2,2397.308263
-2.0,3,2397.574957
-2.0,3,2397.758557
-2.468761,3,2397.881236
5.0,5,2398.185405
-5.0,1,2398.313042
5.0,5,2398.749197
5.0,5,2399.228929
-3.0,2,2399.44507
5.0,5,2399.687341
5.0,5,2399.948003
5.0,5,2400.299103
5.0,5,2400.742843
-2.175214,3,2400.978483
5.0,5,2401.313563
-2.0,3,2401.54806
5.0,5,2401.922342
5.0,5,2402.184244
-2.0,3,2402.429045
5.0,5,2402.721332
-1.702039,4,2402.969822
5.0,5,2403.354219
5.0,5,2403.692169
5.0,5,2404.012751
-3.0,2,2404.173547
4.0,4,2404.565511
-2.0,3,2404.734943
5.0,5,2405.079218
-2.0,3,2405.47315
-2.175214,3,2405.81607
-3.068023,2,2406.005891
-2.0,3,2406.225582
-2.175214,3,2406.386449
-3.0,2,2406.523257
2.0,3,2406.741795
2.0,3,2406.983784
5.0,5,2407.31991
5.0,5,2407.482498
-2.0,3,2407.762309
4.0,4,2407.950898
-1.0,4,2408.29781
-3.0,2,2408.532775
5.0,5,2408.93399
5.0,5,2409.370745
4.0,4,2409.729527
2.0,3,2409.833982
5.0,5,2410.117588
5.0,5,2410.589207
-2.175214,3,2410.801469
-2.0,3,2411.050511
5.0,5,2411.294025
-2.742999,3,2411.4526
-2.0,3,2411.72875
5.0,5,2411.96861
5.0,5,2412.293506
2.0,3,2412.546319
-2.468761,3,2412.799638
5.0,5,2413.085205
5.0,5,2413.319164
-2.0,3,2413.607729
-2.0,3,2413.949342
-2.175214,3,2414.120309
-2.175214,3,2414.379223
5.0,5,2414.720737
-2.0,3,2414.851849
-3.0,2,2415.034909
4.0,4,2415.465643
-2.468761,3,2415.852835
-3.0,2,2416.107003
5.0,5,2416.445302
-2.0,3,2416.713488
-2.0,3,2416.851606
5.0,5,2417.333332
5.0,5,2417.626589
5.0,5,2417.962871
-2.0,3,2418.186531
-2.0,3,2418.387932
-2.0,3,2418.689243
-3.0,2,2418.85222
5.0,5,2419.178269
5.0,5,2419.467165
-2.0,3,2419.736202
-2.0,3,2420.030487
5.0,5,2420.272178
-2.742999,3,2420.525079
5.0,5,2420.76646
5.0,5,2421.122654
-1.138061,4,2421.398652
-2.0,3,2421.680057
5.0,5,2421.919203
-2.0,3,2422.251829
5.0,5,2422.526353
5.0,5,2422.836518
-2.0,3,2423.044864
5.0,5,2423.415087
-2.0,3,2423.633425
-2.0,3,2423.976891
5.0,5,2424.307038
4.0,4,2424.570865
-2.0,3,2424.755088
5.0,5,2425.11728
5.0,5,2425.356619
5.0,5,2425.771104
-3.0,2,2425.879106
5.0,5,2426.229577
-2.0,3,2426.452935
3.0,4,2426.813943
5.0,5,2427.03736
-2.0,3,2427.328433
5.0,5,2427.752983
-1.0,4,2428.036262
-2.0,3,2428.357731
-3.0,2,2428.575371
-2.0,3,2428.796184
5.0,5,2429.04066
-2.742999,3,2429.247755
5.0,5,2429.5661
-2.0,3,2429.918337
5.0,5,2430.209517
5.0,5,2430.535383
-2.0,3,2430.723131
-2.0,3,2430.991541
2.0,3,2431.199252
4.0,4,2431.34623
-2.0,3,2431.588878
-5.0,1,2431.731262
5.0,5,2432.04128
-3.0,2,2432.197637
3.0,4,2432.468749
5.0,5,2432.695744
5.0,5,2432.963428
-2.0,3,2433.210279
2.0,3,2433.532332
5.0,5,2433.665048
5.0,5,2433.876915
5.0,5,2434.096255
-4.0,1,2434.248961
-2.0,3,2434.426143
5.0,5,2434.765443
-3.0,2,2434.886661
