#{"t_start": 1745397208.6728308, "env_id": "intersection-v0"}
r,l,t
5.0,5,3626.078058
-2.0,3,3626.21205
5.0,5,3626.543041
4.0,4,3626.908235
3.0,4,3627.323289
-2.175214,3,3627.508629
-2.0,3,3627.768945
4.0,4,3628.104138
5.0,5,3628.447896
5.0,5,3628.790295
5.0,5,3629.017541
-3.0,2,3629.185932
-3.0,2,3629.340592
4.0,4,3629.510063
5.0,5,3629.887101
-1.138061,4,3630.129333
-2.742999,3,3630.324011
5.0,5,3630.592556
-3.0,2,3630.805116
-2.742999,3,3630.989848
-3.0,2,3631.115367
-2.175214,3,3631.306816
5.0,5,3631.42887
5.0,5,3631.740512
5.0,5,3631.977212
5.0,5,3632.361942
-3.0,2,3632.593885
4.0,4,3632.90655
5.0,5,3633.155717
-3.0,2,3633.289224
5.0,5,3633.56084
5.0,5,3633.883064
5.0,5,3634.290798
5.0,5,3634.710779
5.0,5,3634.952745
5.0,5,3635.403459
-2.0,3,3635.600498
4.0,4,3635.905223
5.0,5,3636.293023
-3.0,2,3636.490074
5.0,5,3636.787756
-3.0,2,3636.953771
-0.695039,5,3637.333513
5.0,5,3637.774312
-2.0,3,3638.056231
-2.0,3,3638.231954
-3.0,2,3638.507839
-3.0,2,3638.836267
-2.468761,3,3639.053107
-3.0,2,3639.279741
5.0,5,3639.701868
-2.0,3,3640.002149
5.0,5,3640.421911
5.0,5,3640.604977
5.0,5,3640.917279
-2.0,3,3641.217486
4.0,4,3641.44402
5.0,5,3643.203306
-3.392624,2,3643.306436
-1.702039,4,3643.711828
2.0,3,3643.98568
5.0,5,3644.335609
5.0,5,3644.762009
5.0,5,3645.033543
5.0,5,3645.211607
5.0,5,3645.567522
5.0,5,3645.81575
5.0,5,3646.292356
5.0,5,3646.507678
5.0,5,3646.733052
3.0,4,3646.997283
5.0,5,3647.515992
5.0,5,3647.72648
5.0,5,3648.114839
5.0,5,3648.574099
4.0,4,3648.818404
4.0,4,3649.060566
-2.468761,3,3649.238751
-2.468761,3,3649.51357
5.0,5,3649.84162
5.0,5,3650.119115
-2.742999,3,3650.387484
5.0,5,3650.850606
5.0,5,3651.086776
-2.0,3,3651.329
5.0,5,3651.614978
-2.175214,3,3651.768992
4.0,4,3652.001569
5.0,5,3652.280382
-2.0,3,3652.558643
5.0,5,3652.882361
5.0,5,3653.2876
5.0,5,3653.644736
5.0,5,3654.040068
-1.0,4,3654.412851
5.0,5,3654.808905
-2.0,3,3655.005461
3.0,4,3655.320042
5.0,5,3655.560792
-2.0,3,3655.790304
5.0,5,3656.031842
-1.0,4,3656.362777
-1.0,4,3656.616693
2.0,3,3656.925542
5.0,5,3657.291776
5.0,5,3657.711821
5.0,5,3658.150881
5.0,5,3658.34238
5.0,5,3658.630088
5.0,5,3659.227402
5.0,5,3659.815441
4.0,4,3660.046257
-2.0,3,3660.277064
5.0,5,3660.662844
5.0,5,3660.963635
-1.0,4,3661.295957
-3.392624,2,3661.431897
5.0,5,3661.710266
4.0,4,3661.850305
-2.0,3,3662.075832
5.0,5,3662.444285
5.0,5,3662.72493
-4.0,1,3662.910396
5.0,5,3663.246173
5.0,5,3663.638815
-1.0,4,3663.946625
5.0,5,3664.311403
-3.0,2,3664.456502
5.0,5,3664.980091
-3.0,2,3665.159272
5.0,5,3665.407148
5.0,5,3665.771714
5.0,5,3666.156595
5.0,5,3666.483828
-2.0,3,3666.645076
-2.0,3,3666.98847
4.0,4,3667.280814
5.0,5,3667.655314
5.0,5,3667.950682
5.0,5,3668.369978
5.0,5,3668.6767
4.0,4,3669.017843
-2.0,3,3669.324229
-3.0,2,3669.440316
-2.175214,3,3669.768712
5.0,5,3670.159297
-2.0,3,3670.341803
5.0,5,3670.716814
4.0,4,3670.957946
-2.0,3,3671.130617
5.0,5,3671.32022
1.0,2,3671.46175
-2.742999,3,3671.767541
-3.0,2,3671.93062
-3.0,2,3672.194239
5.0,5,3672.607575
-5.0,1,3672.730328
5.0,5,3673.067502
-2.0,3,3673.318938
-2.468761,3,3673.581658
2.0,3,3673.861472
4.0,4,3674.207818
-2.468761,3,3674.420163
4.0,4,3674.630278
-3.0,2,3674.795958
-3.0,2,3674.966694
-2.0,3,3675.134798
5.0,5,3675.570598
5.0,5,3675.888555
2.0,3,3676.122565
5.0,5,3676.480341
-0.423084,5,3676.903784
-4.0,1,3677.044743
-2.0,3,3677.261583
-2.0,3,3677.494118
5.0,5,3677.930428
-2.175214,3,3678.099029
2.0,3,3678.367221
5.0,5,3678.623549
-2.0,3,3678.87892
4.0,4,3679.166402
-2.0,3,3679.398397
-2.0,3,3679.715291
5.0,5,3679.984523
5.0,5,3680.381745
2.0,3,3680.531992
-3.0,2,3680.710603
5.0,5,3681.051806
-2.175214,3,3681.244821
5.0,5,3681.443098
-2.742999,3,3681.688995
-2.0,3,3681.976066
5.0,5,3682.269576
5.0,5,3682.574633
2.0,3,3682.809291
5.0,5,3683.099593
5.0,5,3683.722153
-2.468761,3,3683.942408
-3.0,2,3684.163821
5.0,5,3684.571703
5.0,5,3684.862223
5.0,5,3685.151456
2.0,3,3685.497515
-2.175214,3,3685.793528
5.0,5,3686.067964
-3.0,2,3686.304512
-2.742999,3,3686.536326
-2.0,3,3686.769243
5.0,5,3687.103333
-2.468761,3,3687.295191
5.0,5,3687.553636
5.0,5,3687.837187
5.0,5,3688.26053
-3.068023,2,3688.447628
5.0,5,3688.897259
4.0,4,3689.184179
5.0,5,3689.463884
-2.0,3,3689.667227
-3.0,2,3689.803867
-2.0,3,3689.985593
-2.0,3,3690.248921
4.0,4,3690.535052
5.0,5,3690.826156
2.0,3,3691.069812
3.0,4,3691.275129
5.0,5,3691.595563
5.0,5,3691.834829
-3.0,2,3692.087079
4.0,4,3692.330167
5.0,5,3692.835537
-3.0,2,3693.003618
-3.0,2,3693.168743
-2.0,3,3693.457597
-2.0,3,3693.734812
2.0,3,3693.959448
5.0,5,3694.192637
2.0,3,3694.440553
-3.0,2,3694.63366
-2.0,3,3694.840244
5.0,5,3695.07517
-2.0,3,3695.28024
5.0,5,3695.544605
5.0,5,3695.83198
5.0,5,3696.309296
-2.0,3,3696.634786
3.0,4,3696.972856
5.0,5,3697.281813
-2.0,3,3697.443562
-2.0,3,3697.743315
5.0,5,3697.988297
4.0,4,3698.300597
5.0,5,3698.674353
5.0,5,3699.057124
-4.451106,1,3699.196428
-2.175214,3,3699.50982
-2.742999,3,3699.896719
-2.0,3,3700.168372
5.0,5,3700.359467
3.0,4,3700.568258
-2.0,3,3700.845298
5.0,5,3701.172587
5.0,5,3701.376184
-2.175214,3,3701.57608
2.0,3,3701.724485
4.0,4,3701.965779
5.0,5,3702.228162
-2.0,3,3702.4534
5.0,5,3702.722643
-4.0,1,3702.774258
5.0,5,3703.04539
4.0,4,3703.24261
4.0,4,3703.572451
5.0,5,3703.819446
-2.0,3,3704.043013
-2.0,3,3704.249936
-2.0,3,3704.50978
-2.468761,3,3704.759604
4.0,4,3705.04136
5.0,5,3705.28798
5.0,5,3705.681856
-3.0,2,3705.779066
-2.0,3,3705.969956
5.0,5,3706.274666
5.0,5,3706.731597
5.0,5,3707.122036
5.0,5,3707.492296
5.0,5,3707.751951
5.0,5,3707.970767
5.0,5,3708.209974
5.0,5,3708.520502
5.0,5,3708.857998
-2.742999,3,3709.117473
5.0,5,3709.36238
5.0,5,3709.618297
-2.468761,3,3709.805297
5.0,5,3710.083718
-3.0,2,3710.286034
5.0,5,3710.577388
-2.0,3,3710.770346
-2.0,3,3710.954634
-2.0,3,3711.218623
-3.0,2,3711.375803
-2.0,3,3711.632814
5.0,5,3711.928567
-2.0,3,3712.085744
5.0,5,3712.489825
-2.0,3,3712.686359
-3.0,2,3712.853915
5.0,5,3713.221542
-2.0,3,3713.450681
2.0,3,3713.6922
5.0,5,3713.990081
5.0,5,3715.422143
5.0,5,3715.576134
5.0,5,3715.895658
5.0,5,3716.201431
-2.0,3,3716.362696
5.0,5,3716.675077
5.0,5,3716.95286
5.0,5,3717.316437
-2.468761,3,3717.549955
-2.742999,3,3717.827973
4.0,4,3718.117574
5.0,5,3718.5501
5.0,5,3718.788484
-3.0,2,3718.953323
5.0,5,3719.18544
-1.0,4,3719.522839
5.0,5,3719.711812
-2.0,3,3719.930721
5.0,5,3720.173458
4.0,4,3720.374818
5.0,5,3720.606614
-2.0,3,3720.83394
-2.0,3,3721.078105
5.0,5,3721.442634
5.0,5,3721.651639
-2.0,3,3721.945938
5.0,5,3722.324017
5.0,5,3722.77574
-2.175214,3,3723.050199
2.0,3,3723.228724
5.0,5,3723.519999
-3.982694,2,3723.812068
-2.0,3,3724.119352
5.0,5,3724.309688
5.0,5,3724.547088
-5.0,1,3724.666829
4.0,4,3725.037393
5.0,5,3725.367937
-2.0,3,3725.549803
5.0,5,3725.82439
5.0,5,3725.978306
5.0,5,3726.337078
-2.0,3,3726.478825
-3.0,2,3726.644195
5.0,5,3726.983316
-1.0,4,3727.322518
-3.0,2,3727.489669
-2.0,3,3727.705913
-2.175214,3,3727.865689
5.0,5,3728.181664
-1.0,4,3728.396463
5.0,5,3728.678373
5.0,5,3728.927578
5.0,5,3729.200399
-2.0,3,3729.359021
-2.0,3,3729.669606
-3.0,2,3729.797258
5.0,5,3730.269096
5.0,5,3730.617961
5.0,5,3730.992537
-2.0,3,3731.164943
-1.0,4,3731.466503
5.0,5,3731.865927
2.0,3,3732.088536
5.0,5,3732.373514
4.0,4,3732.679584
5.0,5,3733.02053
-1.0,4,3733.241993
5.0,5,3733.45034
-2.0,3,3733.612124
-2.0,3,3733.880057
5.0,5,3734.144085
-3.0,2,3734.349244
4.0,4,3734.677169
-2.0,3,3734.907692
5.0,5,3735.269272
4.0,4,3735.516576
5.0,5,3735.88536
5.0,5,3736.236525
5.0,5,3736.549389
5.0,5,3736.831469
-3.0,2,3736.987566
-2.468761,3,3737.220305
2.0,3,3737.482951
-2.0,3,3737.729303
5.0,5,3738.02661
-3.0,2,3738.178836
5.0,5,3738.472637
5.0,5,3738.891366
-3.0,2,3739.044715
-2.0,3,3739.260103
-3.0,2,3739.489953
-2.0,3,3739.7646
5.0,5,3740.045027
5.0,5,3740.381418
5.0,5,3740.895894
-2.468761,3,3741.043734
-4.0,1,3741.162699
5.0,5,3741.47828
3.0,4,3741.806576
5.0,5,3742.181403
-2.742999,3,3742.399669
-2.175214,3,3742.575469
-5.0,1,3742.648638
5.0,5,3742.909356
-2.0,3,3743.113832
5.0,5,3743.468358
5.0,5,3743.84562
5.0,5,3744.137978
5.0,5,3744.417684
5.0,5,3744.760402
-1.0,4,3745.067101
5.0,5,3745.316199
-3.0,2,3745.47135
-5.0,1,3745.607771
5.0,5,3746.051472
5.0,5,3746.449263
-2.0,3,3746.580431
-2.0,3,3746.785101
2.0,3,3747.021791
5.0,5,3747.432821
5.0,5,3747.724952
-1.0,4,3748.036043
-2.742999,3,3748.205487
5.0,5,3748.601267
-2.175214,3,3748.928823
2.0,3,3749.132834
-3.0,2,3749.312753
5.0,5,3749.644554
-2.468761,3,3749.87734
5.0,5,3750.194938
2.0,3,3750.512409
5.0,5,3750.819912
5.0,5,3751.181371
-4.0,1,3751.2862
5.0,5,3751.567868
-3.0,2,3751.770682
-2.0,3,3751.925429
5.0,5,3752.169572
4.0,4,3752.402009
-2.0,3,3752.661675
5.0,5,3752.986551
-3.0,2,3753.12525
-3.0,2,3753.313553
5.0,5,3753.650374
4.0,4,3754.006619
5.0,5,3754.321909
5.0,5,3754.790238
5.0,5,3755.063178
5.0,5,3755.374097
5.0,5,3755.835815
5.0,5,3756.184529
-3.0,2,3756.388289
5.0,5,3756.709458
-3.0,2,3756.864975
5.0,5,3757.149269
-2.0,3,3757.347588
-2.0,3,3757.543124
5.0,5,3757.895394
-2.0,3,3758.116951
-2.0,3,3758.392194
-3.0,2,3758.516345
-2.0,3,3758.658304
-1.0,4,3758.928914
-1.0,4,3759.201653
5.0,5,3759.580486
-2.0,3,3759.74771
5.0,5,3760.156623
5.0,5,3760.424946
-2.0,3,3760.720165
-2.742999,3,3761.049071
-1.0,4,3761.306237
5.0,5,3761.529366
-2.0,3,3761.769826
5.0,5,3762.074678
5.0,5,3762.409899
-2.0,3,3762.646919
5.0,5,3762.87051
-2.0,3,3763.059638
3.0,4,3763.2475
-2.0,3,3763.575395
5.0,5,3763.906928
-1.138061,4,3764.123957
5.0,5,3764.607698
5.0,5,3764.97407
5.0,5,3765.435393
-2.0,3,3765.675151
5.0,5,3766.048337
5.0,5,3766.212718
5.0,5,3766.545537
5.0,5,3766.889997
5.0,5,3767.223924
5.0,5,3767.489712
5.0,5,3767.899226
5.0,5,3768.338173
4.0,4,3768.618828
5.0,5,3768.890357
-2.0,3,3769.024063
5.0,5,3769.385188
5.0,5,3769.721684
-3.0,2,3769.859502
-2.175214,3,3770.115236
5.0,5,3770.312122
4.0,4,3770.64352
-2.0,3,3770.796594
2.0,3,3770.992695
5.0,5,3771.261406
5.0,5,3771.602566
-3.0,2,3771.934744
5.0,5,3772.386333
-2.0,3,3772.731459
5.0,5,3773.149747
5.0,5,3773.483166
5.0,5,3773.742259
5.0,5,3774.070285
-2.0,3,3774.28422
5.0,5,3774.475051
5.0,5,3774.731202
-3.0,2,3774.930634
-3.0,2,3775.105064
5.0,5,3775.339609
5.0,5,3775.572616
-3.0,2,3775.71764
-2.0,3,3775.891299
5.0,5,3776.257202
4.0,4,3776.644825
-2.468761,3,3776.893554
-2.0,3,3777.226502
-2.742999,3,3777.36448
5.0,5,3777.62114
5.0,5,3777.904223
5.0,5,3778.176486
2.0,3,3778.363049
5.0,5,3778.778124
5.0,5,3779.073303
5.0,5,3779.424512
-2.0,3,3779.629581
-2.0,3,3779.87534
5.0,5,3780.105224
-4.0041,1,3780.235677
5.0,5,3780.662675
5.0,5,3780.894423
5.0,5,3781.175179
2.0,3,3781.442322
5.0,5,3781.827386
5.0,5,3782.294379
5.0,5,3782.591542
5.0,5,3782.798601
-3.0,2,3782.939979
-2.0,3,3783.134654
5.0,5,3783.462034
-2.0,3,3783.668424
5.0,5,3785.726504
-4.0,1,3785.894745
5.0,5,3786.305494
4.0,4,3786.456816
5.0,5,3786.760571
-2.0,3,3786.976588
5.0,5,3787.258452
-2.0,3,3787.568199
-2.0,3,3787.906788
2.0,3,3788.147627
5.0,5,3788.591711
5.0,5,3788.87265
5.0,5,3789.304722
-3.0,2,3789.496786
5.0,5,3789.86119
5.0,5,3790.1122
3.0,4,3790.464028
-2.742999,3,3790.720401
5.0,5,3791.012623
-3.0,2,3791.222888
5.0,5,3791.564689
-1.0,4,3791.918801
3.0,4,3792.352234
5.0,5,3792.745531
-2.0,3,3792.963758
5.0,5,3793.308142
5.0,5,3793.712067
5.0,5,3794.020501
5.0,5,3794.226382
2.0,3,3794.375338
-2.0,3,3794.639675
5.0,5,3794.933123
5.0,5,3795.202631
5.0,5,3795.427433
5.0,5,3795.651755
-3.0,2,3795.879222
-2.0,3,3796.185439
5.0,5,3796.502911
5.0,5,3796.917325
5.0,5,3797.322681
5.0,5,3797.574944
-2.0,3,3797.775794
5.0,5,3798.263044
-2.0,3,3798.596087
5.0,5,3798.854921
2.0,3,3799.028446
-1.0,4,3799.366501
5.0,5,3799.718998
5.0,5,3800.104755
5.0,5,3800.562012
4.0,4,3800.99043
5.0,5,3801.383596
-2.0,3,3801.646375
3.0,4,3801.88903
5.0,5,3802.042043
4.0,4,3802.261332
5.0,5,3802.546036
-2.0,3,3802.842555
5.0,5,3803.051899
-2.0,3,3803.299202
-3.0,2,3803.524688
5.0,5,3804.097567
5.0,5,3804.44515
5.0,5,3804.803319
5.0,5,3805.299026
4.0,4,3805.482016
-2.742999,3,3805.707422
-2.0,3,3805.940413
6.0,6,3806.266747
-2.0,3,3806.497666
-3.0,2,3806.723119
-2.0,3,3806.989114
5.0,5,3807.26195
-4.875676,1,3807.392522
5.0,5,3807.599605
5.0,5,3807.780028
4.0,4,3808.039483
-3.0,2,3808.128815
4.0,4,3808.405195
5.0,5,3808.930427
-4.0,1,3809.04417
5.0,5,3809.428234
-2.0,3,3809.655289
4.0,4,3810.045686
-2.0,3,3810.258518
5.0,5,3810.6251
5.0,5,3811.013044
5.0,5,3811.269942
2.0,3,3811.452556
5.0,5,3811.676312
5.0,5,3811.947508
5.0,5,3812.209392
-2.0,3,3812.351748
-1.0,4,3812.717435
5.0,5,3813.242924
4.0,4,3813.478787
-2.175214,3,3813.763624
5.0,5,3814.081238
-2.0,3,3814.392326
5.0,5,3814.73029
-3.0,2,3814.939738
5.0,5,3815.251389
5.0,5,3815.787317
5.0,5,3816.112389
-2.175214,3,3816.414745
3.0,4,3816.712708
5.0,5,3817.221457
5.0,5,3817.507605
-2.0,3,3817.800519
4.0,4,3818.093555
5.0,5,3818.46367
5.0,5,3818.727023
4.0,4,3819.022531
5.0,5,3819.313644
5.0,5,3819.628237
5.0,5,3819.96851
5.0,5,3820.342852
5.0,5,3820.665823
5.0,5,3821.056639
-2.175214,3,3821.352753
5.0,5,3821.811333
5.0,5,3822.175057
5.0,5,3822.565351
2.0,3,3822.837718
-1.0,4,3823.037311
2.0,3,3823.226688
5.0,5,3823.568884
5.0,5,3823.939937
-3.0,2,3824.176565
5.0,5,3824.463371
5.0,5,3824.689859
5.0,5,3825.039303
5.0,5,3825.429261
-2.0,3,3825.615578
5.0,5,3825.837989
5.0,5,3826.426181
5.0,5,3826.745348
-3.0,2,3826.864512
5.0,5,3827.154167
-3.0,2,3827.325795
-2.0,3,3827.564061
5.0,5,3827.819241
-2.0,3,3828.066236
5.0,5,3828.481492
-2.468761,3,3828.75548
-2.742999,3,3828.914682
5.0,5,3829.301974
5.0,5,3829.79888
5.0,5,3830.023872
5.0,5,3830.291052
5.0,5,3830.641463
5.0,5,3830.898206
5.0,5,3831.238101
5.0,5,3831.446974
4.0,4,3831.731841
-5.0,1,3831.905064
5.0,5,3832.144736
5.0,5,3832.420375
-2.0,3,3832.678373
-2.0,3,3832.88866
5.0,5,3833.128657
-2.0,3,3833.477118
5.0,5,3833.788858
4.0,4,3833.964362
-2.0,3,3834.143232
2.0,3,3834.505658
-2.742999,3,3834.771831
5.0,5,3835.191393
5.0,5,3835.706898
5.0,5,3836.054785
5.0,5,3836.44393
5.0,5,3836.621877
5.0,5,3836.787462
-2.0,3,3837.000295
-3.392624,2,3837.185333
-2.0,3,3837.506934
5.0,5,3837.944694
5.0,5,3838.254262
5.0,5,3838.720237
5.0,5,3839.149628
-4.0,1,3839.273764
5.0,5,3839.528304
5.0,5,3839.779193
5.0,5,3840.113071
-2.468761,3,3840.309683
5.0,5,3840.618593
-3.0,2,3840.756706
-2.0,3,3840.967611
2.0,3,3841.139419
5.0,5,3841.417997
-2.0,3,3841.64641
-2.0,3,3841.938495
5.0,5,3842.276051
4.0,4,3842.495856
5.0,5,3842.864243
4.0,4,3843.172642
-4.0,1,3843.290444
-3.0,2,3843.44802
5.0,5,3843.728983
-3.0,2,3843.9145
5.0,5,3844.431281
-3.0,2,3844.59352
5.0,5,3844.999494
-2.0,3,3845.214696
4.0,4,3845.504112
-2.742999,3,3845.793391
4.0,4,3846.020123
-3.0,2,3846.217993
5.0,5,3846.484073
5.0,5,3846.795972
-2.0,3,3846.992298
5.0,5,3847.28738
5.0,5,3847.603263
5.0,5,3847.864309
5.0,5,3848.243808
-5.0,1,3848.42439
5.0,5,3848.747221
-5.0,1,3848.847244
5.0,5,3849.027333
-3.0,2,3849.24717
2.0,3,3849.421004
-2.742999,3,3849.719227
5.0,5,3850.021292
2.0,3,3850.173489
5.0,5,3850.460119
-2.0,3,3850.673492
5.0,5,3851.023977
-2.0,3,3851.195694
4.0,4,3851.380306
-2.0,3,3851.543998
-3.0,2,3851.690204
-2.175214,3,3851.945251
5.0,5,3852.454331
-3.0,2,3852.623497
-2.0,3,3852.793308
4.0,4,3852.897085
-2.0,3,3853.096438
5.0,5,3853.341194
5.0,5,3853.697321
5.0,5,3854.033786
5.0,5,3854.343646
5.0,5,3854.637306
-3.0,2,3854.830468
5.0,5,3855.195257
-2.0,3,3855.47946
2.0,3,3855.684657
5.0,5,3855.922733
5.0,5,3856.281288
5.0,5,3857.934622
5.0,5,3858.166625
-3.0,2,3858.333398
4.0,4,3858.647115
-2.0,3,3858.861449
-1.138061,4,3859.071072
-2.0,3,3859.227343
-2.0,3,3859.498563
4.0,4,3859.801344
-2.0,3,3860.027336
-3.0,2,3860.209305
-2.0,3,3860.461071
4.0,4,3860.755721
5.0,5,3860.99718
5.0,5,3861.292567
5.0,5,3861.697284
-2.0,3,3861.905236
-2.742999,3,3862.119381
5.0,5,3862.284185
5.0,5,3862.633578
-3.0,2,3862.821826
5.0,5,3863.2795
5.0,5,3863.515847
-3.0,2,3863.718054
-1.0,4,3863.970375
5.0,5,3864.222219
5.0,5,3864.437545
5.0,5,3864.762874
5.0,5,3865.087877
-3.0,2,3865.220275
5.0,5,3865.564213
5.0,5,3866.301996
-3.0,2,3866.472611
-5.0,1,3866.552395
5.0,5,3866.827174
-3.0,2,3867.086801
2.0,3,3867.317579
5.0,5,3867.54801
5.0,5,3867.974977
5.0,5,3868.369479
4.0,4,3868.773672
-2.468761,3,3868.926112
-0.131712,5,3869.274062
5.0,5,3869.656135
5.0,5,3869.989856
5.0,5,3870.390269
5.0,5,3870.735301
-3.0,2,3870.895123
-2.0,3,3871.130252
-2.0,3,3871.307307
-2.0,3,3871.478845
5.0,5,3872.019107
5.0,5,3872.286857
5.0,5,3872.581363
5.0,5,3872.794418
-3.0,2,3873.014133
-2.0,3,3873.24911
-3.0,2,3873.405927
-2.0,3,3873.569979
-2.175214,3,3873.886838
5.0,5,3874.285946
5.0,5,3874.735306
-3.0,2,3874.979169
-2.175214,3,3875.243248
4.0,4,3875.605998
-2.742999,3,3876.065847
-2.0,3,3876.344322
-2.0,3,3876.506437
5.0,5,3876.737243
-1.0,4,3877.024489
-2.0,3,3877.228058
5.0,5,3877.483951
-3.0,2,3877.615526
-1.0,4,3877.872447
-2.0,3,3878.06464
2.0,3,3878.294538
5.0,5,3878.61782
6.0,6,3878.951201
5.0,5,3879.129175
5.0,5,3879.502698
-2.0,3,3879.693982
5.0,5,3879.996984
5.0,5,3880.307149
5.0,5,3880.806582
5.0,5,3880.970976
-3.0,2,3881.199439
5.0,5,3881.392686
2.0,3,3881.57747
5.0,5,3881.820942
-2.468761,3,3882.062742
5.0,5,3882.329866
5.0,5,3882.585468
-2.0,3,3882.781502
5.0,5,3883.080365
2.0,3,3883.309896
5.0,5,3883.603088
-3.0,2,3883.786299
5.0,5,3884.073486
-2.0,3,3884.272843
5.0,5,3884.667173
4.0,4,3884.907048
5.0,5,3885.231096
5.0,5,3885.375483
5.0,5,3885.792775
5.0,5,3886.194241
-4.0,1,3886.273184
5.0,5,3886.784367
4.0,4,3887.073193
5.0,5,3887.469016
2.0,3,3887.694842
5.0,5,3887.993072
-3.0,2,3888.176334
0.0,5,3888.562921
5.0,5,3888.862332
-2.0,3,3889.181671
5.0,5,3889.53539
5.0,5,3889.879429
-3.0,2,3890.031871
4.0,4,3890.265337
-2.175214,3,3890.723687
-3.0,2,3890.976258
5.0,5,3891.271499
5.0,5,3891.577533
-2.742999,3,3891.918687
-2.0,3,3892.16877
5.0,5,3892.419624
5.0,5,3892.697451
-2.0,3,3892.932035
5.0,5,3893.278566
4.0,4,3893.588022
-3.0,2,3893.789787
-2.0,3,3894.022221
5.0,5,3894.202691
-2.0,3,3894.385585
-3.0,2,3894.578305
5.0,5,3894.992732
5.0,5,3895.329297
-2.0,3,3895.633183
4.0,4,3895.769624
-1.0,4,3896.152862
-2.0,3,3896.426852
5.0,5,3896.735812
-2.0,3,3897.00173
4.0,4,3897.237217
5.0,5,3897.502749
-2.0,3,3897.702098
2.0,3,3897.899133
5.0,5,3898.156253
5.0,5,3898.427422
-2.0,3,3898.669659
5.0,5,3899.123019
-2.0,3,3899.380836
-1.0,4,3899.642061
-3.0,2,3899.776777
-0.423084,5,3900.105711
5.0,5,3900.454632
-3.0,2,3900.594936
-2.0,3,3900.761652
5.0,5,3901.121714
-0.423084,5,3901.620964
5.0,5,3901.884903
5.0,5,3902.256485
5.0,5,3902.425287
5.0,5,3902.7748
-2.0,3,3902.979121
-1.0,4,3903.416405
-2.0,3,3903.582403
5.0,5,3904.047791
-3.0,2,3904.174101
-1.138061,4,3904.479459
-2.0,3,3904.70586
-2.0,3,3904.912977
-2.0,3,3905.071088
-2.0,3,3905.278028
4.0,4,3905.551001
5.0,5,3905.904999
-2.0,3,3906.09618
5.0,5,3906.535625
5.0,5,3906.824033
5.0,5,3907.092484
-2.0,3,3907.340056
5.0,5,3907.616387
5.0,5,3907.899719
5.0,5,3908.215818
5.0,5,3908.43826
5.0,5,3908.732121
5.0,5,3909.183256
5.0,5,3909.53109
-2.175214,3,3909.736457
-2.0,3,3910.027422
-4.0,1,3910.16019
5.0,5,3910.437337
-1.0,4,3910.760882
-3.0,2,3910.94382
-2.0,3,3911.198111
5.0,5,3911.552918
5.0,5,3911.808047
5.0,5,3912.264681
-2.0,3,3912.59405
-2.0,3,3912.819613
-2.0,3,3913.024579
-2.0,3,3913.229439
-2.468761,3,3913.472308
5.0,5,3913.781063
5.0,5,3914.001062
-3.0,2,3914.192158
-2.0,3,3914.402908
-3.0,2,3914.670207
-1.702039,4,3915.001118
-5.0,1,3915.139428
4.0,4,3915.292443
5.0,5,3915.683151
4.0,4,3916.04265
5.0,5,3916.193635
-3.0,2,3916.33471
5.0,5,3916.666973
4.0,4,3916.86127
5.0,5,3917.18684
5.0,5,3917.535271
5.0,5,3917.971954
5.0,5,3918.317122
-2.0,3,3918.469618
-3.982694,2,3918.694969
-2.0,3,3919.045009
-2.0,3,3919.271249
-2.0,3,3919.471408
5.0,5,3919.696602
5.0,5,3920.044313
-2.0,3,3920.356726
-3.0,2,3920.512153
-3.0,2,3920.684137
5.0,5,3920.954983
2.0,3,3921.119463
5.0,5,3921.41175
5.0,5,3921.749192
5.0,5,3922.233406
5.0,5,3922.523974
2.0,3,3922.811942
-1.0,4,3923.162257
5.0,5,3923.479216
-1.0,4,3923.752833
-2.0,3,3923.964396
5.0,5,3924.264605
4.0,4,3924.393738
5.0,5,3924.689998
5.0,5,3924.922405
-5.0,1,3925.038167
4.0,4,3925.260105
-1.0,4,3925.48398
-1.702039,4,3925.731253
4.0,4,3926.076034
5.0,5,3926.635412
4.0,4,3926.79332
5.0,5,3927.234992
5.0,5,3927.55794
-2.0,3,3927.717441
-4.0,1,3927.859822
5.0,5,3929.879932
-2.0,3,3930.149347
-3.0,2,3930.359113
-2.175214,3,3930.544852
-2.0,3,3930.739327
-2.0,3,3930.914963
5.0,5,3931.242189
-3.0,2,3931.410589
-2.0,3,3931.708229
4.0,4,3931.962653
5.0,5,3932.332388
-2.0,3,3932.569639
5.0,5,3932.915586
5.0,5,3933.344799
-2.0,3,3933.589884
-3.0,2,3933.739803
5.0,5,3934.13401
2.0,3,3934.347065
4.0,4,3934.59944
-3.0,2,3934.775733
-2.0,3,3935.062076
5.0,5,3935.261891
5.0,5,3935.711112
-2.0,3,3935.918667
5.0,5,3936.2925
5.0,5,3936.763002
-2.0,3,3937.011023
5.0,5,3937.485506
4.0,4,3937.620104
-2.0,3,3937.795158
5.0,5,3938.089951
-2.0,3,3938.296482
5.0,5,3938.573898
5.0,5,3939.135494
5.0,5,3939.571683
5.0,5,3939.819264
-2.0,3,3940.003265
5.0,5,3940.359258
-2.0,3,3940.51879
2.0,3,3940.779938
5.0,5,3941.110922
5.0,5,3941.299453
5.0,5,3941.70621
-2.0,3,3941.921207
5.0,5,3942.108989
5.0,5,3942.318807
2.0,3,3942.687216
5.0,5,3943.102454
4.0,4,3943.301853
-2.0,3,3943.619645
